departure,arrival
06:00,06:28
06:30,06:58
07:00,07:28
07:30,07:58
08:00,08:28
08:30,08:58
09:00,09:28
09:30,09:58
10:00,10:28
10:30,10:58
11:00,11:28
11:30,11:58
12:00,12:28
12:30,12:58
13:00,13:28
13:30,13:58
13:53,14:21
14:16,14:44
14:39,15:07
15:02,15:30
15:25,15:53
15:48,16:16
16:11,16:39
16:34,17:02
16:57,17:25
17:20,17:48
17:43,18:11
18:06,18:34
18:29,18:57
18:52,19:20
19:15,19:43
19:38,20:06
20:01,20:29
20:24,20:52
20:47,21:15
21:15,21:43
21:50,22:18
22:25,22:53
23:00,23:28
23:35,00:03
06:00,06:28
06:30,06:58
07:00,07:28
07:30,07:58
08:00,08:28
08:30,08:58
09:00,09:28
09:30,09:58
10:00,10:28
10:30,10:58
11:00,11:28
11:30,11:58
12:00,12:28
12:30,12:58
13:00,13:28
13:30,13:58
13:53,14:21
14:16,14:44
14:39,15:07
15:02,15:30
15:25,15:53
15:48,16:16
16:11,16:39
16:34,17:02
16:57,17:25
17:20,17:48
17:43,18:11
18:06,18:34
18:29,18:57
18:52,19:20
19:15,19:43
19:38,20:06
20:01,20:29
20:24,20:52
20:47,21:15
21:15,21:43
21:50,22:18
22:25,22:53
23:00,23:28
23:35,00:03
