departure,arrival
06:35,07:05
07:00,07:30
07:25,07:55
07:45,08:15
08:05,08:35
08:25,08:55
08:45,09:15
09:05,09:35
09:25,09:55
09:45,10:15
10:05,10:35
10:25,10:55
10:45,11:15
11:00,11:30
11:15,11:45
11:30,12:00
11:45,12:15
12:00,12:30
12:15,12:45
12:30,13:00
12:45,13:15
13:00,13:30
13:15,13:45
13:30,14:00
13:45,14:15
14:00,14:30
14:15,14:45
14:30,15:00
14:45,15:15
15:00,15:30
15:15,15:45
15:30,16:00
15:45,16:15
16:00,16:30
16:15,16:45
16:30,17:00
16:45,17:15
17:00,17:30
17:15,17:45
17:30,18:00
17:45,18:15
18:00,18:30
18:15,18:45
18:30,19:00
18:45,19:15
19:00,19:30
19:15,19:45
19:30,20:00
19:45,20:15
20:00,20:30
20:15,20:45
20:35,21:05
20:55,21:25
21:15,21:45
21:35,22:05
22:00,22:30
22:25,22:55
22:50,23:20
23:15,23:45
