departure,arrival
06:50,07:07
07:15,07:32
07:40,07:57
08:00,08:17
08:20,08:37
08:40,08:57
09:00,09:17
09:20,09:37
09:40,09:57
10:00,10:17
10:20,10:37
10:40,10:57
11:00,11:17
11:15,11:32
11:30,11:47
11:45,12:02
12:00,12:17
12:15,12:32
12:30,12:47
12:45,13:02
13:00,13:17
13:15,13:32
13:30,13:47
13:45,14:02
14:00,14:17
14:15,14:32
14:30,14:47
14:45,15:02
15:00,15:17
15:15,15:32
15:30,15:47
15:45,16:02
16:00,16:17
16:15,16:32
16:30,16:47
16:45,17:02
17:00,17:17
17:15,17:32
17:30,17:47
17:45,18:02
18:00,18:17
18:15,18:32
18:30,18:47
18:45,19:02
19:00,19:17
19:15,19:32
19:30,19:47
19:45,20:02
20:00,20:17
20:15,20:32
20:30,20:47
20:50,21:07
21:10,21:27
21:30,21:47
21:50,22:07
22:15,22:32
22:40,22:57
23:05,23:22
23:30,23:47
