departure,arrival
06:38,06:44
07:03,07:09
07:28,07:34
07:48,07:54
08:08,08:14
08:28,08:34
08:48,08:54
09:08,09:14
09:28,09:34
09:48,09:54
10:08,10:14
10:28,10:34
10:48,10:54
11:03,11:09
11:18,11:24
11:33,11:39
11:48,11:54
12:03,12:09
12:18,12:24
12:33,12:39
12:48,12:54
13:03,13:09
13:18,13:24
13:33,13:39
13:48,13:54
14:03,14:09
14:18,14:24
14:33,14:39
14:48,14:54
15:03,15:09
15:18,15:24
15:33,15:39
15:48,15:54
16:03,16:09
16:18,16:24
16:33,16:39
16:48,16:54
17:03,17:09
17:18,17:24
17:33,17:39
17:48,17:54
18:03,18:09
18:18,18:24
18:33,18:39
18:48,18:54
19:03,19:09
19:18,19:24
19:33,19:39
19:48,19:54
20:03,20:09
20:18,20:24
20:38,20:44
20:58,21:04
21:18,21:24
21:38,21:44
22:03,22:09
22:28,22:34
22:53,22:59
23:18,23:24
