departure,arrival
06:38,07:00
07:03,07:25
07:28,07:50
07:48,08:10
08:08,08:30
08:28,08:50
08:48,09:10
09:08,09:30
09:28,09:50
09:48,10:10
10:08,10:30
10:28,10:50
10:48,11:10
11:03,11:25
11:18,11:40
11:33,11:55
11:48,12:10
12:03,12:25
12:18,12:40
12:33,12:55
12:48,13:10
13:03,13:25
13:18,13:40
13:33,13:55
13:48,14:10
14:03,14:25
14:18,14:40
14:33,14:55
14:48,15:10
15:03,15:25
15:18,15:40
15:33,15:55
15:48,16:10
16:03,16:25
16:18,16:40
16:33,16:55
16:48,17:10
17:03,17:25
17:18,17:40
17:33,17:55
17:48,18:10
18:03,18:25
18:18,18:40
18:33,18:55
18:48,19:10
19:03,19:25
19:18,19:40
19:33,19:55
19:48,20:10
20:03,20:25
20:18,20:40
20:38,21:00
20:58,21:20
21:18,21:40
21:38,22:00
22:03,22:25
22:28,22:50
22:53,23:15
23:18,23:40
