departure,arrival
06:00,06:35
06:30,07:05
07:00,07:35
07:30,08:05
08:00,08:35
08:30,09:05
09:00,09:35
09:30,10:05
10:00,10:35
10:30,11:05
11:00,11:35
11:30,12:05
12:00,12:35
12:30,13:05
13:00,13:35
13:30,14:05
13:53,14:28
14:16,14:51
14:39,15:14
15:02,15:37
15:25,16:00
15:48,16:23
16:11,16:46
16:34,17:09
16:57,17:32
17:20,17:55
17:43,18:18
18:06,18:41
18:29,19:04
18:52,19:27
19:15,19:50
19:38,20:13
20:01,20:36
20:24,20:59
20:47,21:22
21:15,21:50
21:50,22:25
22:25,23:00
23:00,23:35
23:35,00:10
06:00,06:35
06:30,07:05
07:00,07:35
07:30,08:05
08:00,08:35
08:30,09:05
09:00,09:35
09:30,10:05
10:00,10:35
10:30,11:05
11:00,11:35
11:30,12:05
12:00,12:35
12:30,13:05
13:00,13:35
13:30,14:05
13:53,14:28
14:16,14:51
14:39,15:14
15:02,15:37
15:25,16:00
15:48,16:23
16:11,16:46
16:34,17:09
16:57,17:32
17:20,17:55
17:43,18:18
18:06,18:41
18:29,19:04
18:52,19:27
19:15,19:50
19:38,20:13
20:01,20:36
20:24,20:59
20:47,21:22
21:15,21:50
21:50,22:25
22:25,23:00
23:00,23:35
23:35,00:10
