departure,arrival
06:40,07:05
07:05,07:30
07:30,07:55
07:50,08:15
08:10,08:35
08:30,08:55
08:50,09:15
09:10,09:35
09:30,09:55
09:50,10:15
10:10,10:35
10:30,10:55
10:50,11:15
11:05,11:30
11:20,11:45
11:35,12:00
11:50,12:15
12:05,12:30
12:20,12:45
12:35,13:00
12:50,13:15
13:05,13:30
13:20,13:45
13:35,14:00
13:50,14:15
14:05,14:30
14:20,14:45
14:35,15:00
14:50,15:15
15:05,15:30
15:20,15:45
15:35,16:00
15:50,16:15
16:05,16:30
16:20,16:45
16:35,17:00
16:50,17:15
17:05,17:30
17:20,17:45
17:35,18:00
17:50,18:15
18:05,18:30
18:20,18:45
18:35,19:00
18:50,19:15
19:05,19:30
19:20,19:45
19:35,20:00
19:50,20:15
20:05,20:30
20:20,20:45
20:40,21:05
21:00,21:25
21:20,21:45
21:40,22:05
22:05,22:30
22:30,22:55
22:55,23:20
23:20,23:45
