departure,arrival
07:54,08:15
08:14,08:35
08:34,08:55
08:54,09:15
09:14,09:35
09:34,09:55
09:54,10:15
10:14,10:35
10:34,10:55
10:54,11:15
11:09,11:30
11:24,11:45
11:39,12:00
11:54,12:15
12:09,12:30
12:24,12:45
12:39,13:00
12:54,13:15
13:09,13:30
13:24,13:45
13:39,14:00
13:54,14:15
14:09,14:30
14:24,14:45
14:39,15:00
14:54,15:15
15:09,15:30
15:24,15:45
15:39,16:00
15:54,16:15
16:09,16:30
16:24,16:45
16:39,17:00
16:54,17:15
17:09,17:30
17:24,17:45
17:39,18:00
17:54,18:15
18:09,18:30
18:24,18:45
18:39,19:00
18:54,19:15
19:09,19:30
19:24,19:45
19:39,20:00
19:54,20:15
20:09,20:30
20:24,20:45
20:44,21:05
21:04,21:25
21:24,21:45
21:44,22:05
22:09,22:30
22:34,22:55
22:59,23:20
23:24,23:45
06:44,07:05
07:09,07:30
07:34,07:55
