departure,arrival
07:34,07:40
08:04,08:10
08:34,08:40
09:04,09:10
09:34,09:40
10:04,10:10
10:34,10:40
11:04,11:10
11:34,11:40
12:04,12:10
12:34,12:40
13:04,13:10
13:34,13:40
14:04,14:10
14:34,14:40
15:04,15:10
15:34,15:40
15:57,16:03
16:20,16:26
16:43,16:49
17:06,17:12
17:29,17:35
17:52,17:58
18:15,18:21
18:38,18:44
19:01,19:07
19:24,19:30
19:47,19:53
20:10,20:16
20:33,20:39
20:56,21:02
21:19,21:25
21:42,21:48
22:05,22:11
22:28,22:34
22:51,22:57
23:19,23:25
23:49,23:55
07:34,07:42
08:04,08:12
08:34,08:42
09:04,09:12
09:34,09:42
10:04,10:12
10:34,10:42
11:04,11:12
11:34,11:42
12:04,12:12
12:34,12:42
13:04,13:12
13:34,13:42
14:04,14:12
14:34,14:42
15:04,15:12
15:34,15:42
15:57,16:05
16:20,16:28
16:43,16:51
17:06,17:14
17:29,17:37
17:52,18:00
18:15,18:23
18:38,18:46
19:01,19:09
19:24,19:32
19:47,19:55
20:10,20:18
20:33,20:41
20:56,21:04
21:19,21:27
21:42,21:50
22:05,22:13
22:28,22:36
22:51,22:59
23:19,23:27
23:49,23:57
