departure,arrival
06:02,06:26
06:32,06:56
07:02,07:26
07:32,07:56
08:02,08:26
08:32,08:56
09:02,09:26
09:32,09:56
10:02,10:26
10:32,10:56
11:02,11:26
11:32,11:56
12:02,12:26
12:32,12:56
13:02,13:26
13:32,13:56
13:55,14:19
14:18,14:42
14:41,15:05
15:04,15:28
06:02,06:26
06:32,06:56
07:02,07:26
07:32,07:56
08:02,08:26
08:32,08:56
09:02,09:26
09:32,09:56
10:02,10:26
10:32,10:56
11:02,11:26
11:32,11:56
12:02,12:26
12:32,12:56
13:02,13:26
13:32,13:56
13:55,14:19
14:18,14:42
14:41,15:05
15:04,15:28
15:27,15:51
15:50,16:14
16:13,16:37
16:36,17:00
16:59,17:23
17:22,17:46
15:27,15:51
15:50,16:14
16:13,16:37
16:36,17:00
16:59,17:23
17:22,17:46
17:45,18:09
18:08,18:32
18:31,18:55
18:54,19:18
19:17,19:41
19:40,20:04
20:03,20:27
20:26,20:50
20:49,21:13
21:17,21:41
21:52,22:16
22:27,22:51
23:02,23:26
23:37,00:01
17:45,18:09
18:08,18:32
18:31,18:55
18:54,19:18
19:17,19:41
19:40,20:04
20:03,20:27
20:26,20:50
20:49,21:13
21:17,21:41
21:52,22:16
22:27,22:51
23:02,23:26
23:37,00:01
15:50,16:14
16:13,16:37
16:36,17:00
16:59,17:23
17:22,17:46
17:45,18:09
18:08,18:32
18:31,18:55
18:54,19:18
19:17,19:41
19:40,20:04
20:03,20:27
20:26,20:50
20:49,21:13
21:17,21:41
21:52,22:16
22:27,22:51
23:02,23:26
23:37,00:01
06:02,06:26
06:32,06:56
07:02,07:26
07:32,07:56
08:02,08:26
08:32,08:56
09:02,09:26
09:32,09:56
10:02,10:26
10:32,10:56
11:02,11:26
11:32,11:56
12:02,12:26
12:32,12:56
13:02,13:26
13:32,13:56
13:55,14:19
14:18,14:42
14:41,15:05
15:04,15:28
15:27,15:51
