departure,arrival
14:55,15:01
14:56,15:02
14:59,15:05
15:01,15:07
15:05,15:11
15:07,15:13
15:11,15:17
15:13,15:19
15:17,15:23
15:18,15:24
15:19,15:25
15:22,15:28
15:24,15:30
15:28,15:34
15:30,15:36
15:34,15:40
15:36,15:42
15:40,15:46
15:41,15:47
15:42,15:48
15:45,15:51
15:47,15:53
15:51,15:57
15:53,15:59
17:12,17:18
17:13,17:19
17:14,17:20
17:17,17:23
17:19,17:25
17:23,17:29
17:25,17:31
17:29,17:35
17:31,17:37
17:35,17:41
17:36,17:42
17:37,17:43
17:40,17:46
17:42,17:48
17:46,17:52
17:48,17:54
17:52,17:58
17:54,18:00
17:58,18:04
17:59,18:05
18:00,18:06
18:03,18:09
18:05,18:11
18:09,18:15
18:11,18:17
18:15,18:21
18:17,18:23
18:21,18:27
18:22,18:28
18:23,18:29
18:26,18:32
18:28,18:34
18:32,18:38
18:34,18:40
18:38,18:44
18:40,18:46
18:44,18:50
18:45,18:51
18:46,18:52
18:49,18:55
18:51,18:57
18:55,19:01
18:57,19:03
19:01,19:07
19:03,19:09
19:07,19:13
19:08,19:14
19:09,19:15
19:12,19:18
19:14,19:20
19:18,19:24
19:20,19:26
19:24,19:30
19:26,19:32
19:30,19:36
19:31,19:37
19:32,19:38
19:35,19:41
19:37,19:43
19:41,19:47
19:43,19:49
19:47,19:53
19:49,19:55
19:53,19:59
19:54,20:00
19:55,20:01
19:58,20:04
06:16,06:22
06:20,06:26
06:22,06:28
06:26,06:32
06:28,06:34
06:32,06:38
06:34,06:40
06:38,06:44
15:57,16:03
15:59,16:05
16:03,16:09
16:04,16:10
16:05,16:11
16:08,16:14
16:10,16:16
16:14,16:20
16:16,16:22
16:20,16:26
16:22,16:28
16:26,16:32
16:27,16:33
16:28,16:34
16:31,16:37
16:33,16:39
16:37,16:43
16:39,16:45
16:43,16:49
16:45,16:51
16:49,16:55
16:50,16:56
16:51,16:57
16:54,17:00
16:56,17:02
17:00,17:06
17:02,17:08
17:06,17:12
17:08,17:14
17:12,17:18
17:13,17:19
17:14,17:20
17:17,17:23
17:19,17:25
17:23,17:29
17:25,17:31
17:29,17:35
17:31,17:37
17:35,17:41
17:36,17:42
17:37,17:43
17:40,17:46
17:42,17:48
17:46,17:52
17:48,17:54
17:52,17:58
06:40,06:46
06:46,06:52
06:50,06:56
06:52,06:58
06:56,07:02
06:58,07:04
07:02,07:08
07:04,07:10
07:08,07:14
07:10,07:16
07:16,07:22
07:20,07:26
07:22,07:28
07:26,07:32
07:28,07:34
07:32,07:38
07:34,07:40
07:38,07:44
07:40,07:46
07:46,07:52
07:50,07:56
07:52,07:58
07:56,08:02
07:58,08:04
08:02,08:08
08:04,08:10
08:08,08:14
08:10,08:16
08:16,08:22
08:20,08:26
