departure,arrival
11:48,12:22
12:18,12:52
12:48,13:22
13:18,13:52
13:41,14:15
14:04,14:38
14:27,15:01
14:50,15:24
15:13,15:47
15:36,16:10
15:59,16:33
16:22,16:56
16:45,17:19
17:08,17:42
17:31,18:05
17:54,18:28
18:17,18:51
18:40,19:14
19:03,19:37
19:26,20:00
19:49,20:23
20:12,20:46
20:35,21:09
21:03,21:37
21:38,22:12
22:13,22:47
22:48,23:22
23:23,23:57
05:48,06:22
06:18,06:52
06:48,07:22
07:18,07:52
07:48,08:22
08:18,08:52
08:48,09:22
09:18,09:52
09:48,10:22
10:18,10:52
10:48,11:22
11:18,11:52
11:48,12:22
12:18,12:52
12:48,13:22
13:18,13:52
13:41,14:15
14:04,14:38
14:27,15:01
14:50,15:24
15:13,15:47
15:36,16:10
15:59,16:33
16:22,16:56
16:45,17:19
17:08,17:42
17:31,18:05
17:54,18:28
18:17,18:51
18:40,19:14
19:03,19:37
19:26,20:00
19:49,20:23
20:12,20:46
20:35,21:09
21:03,21:37
21:38,22:12
22:13,22:47
22:48,23:22
23:23,23:57
05:48,06:22
06:18,06:52
06:48,07:22
07:18,07:52
07:48,08:22
08:18,08:52
08:48,09:22
09:18,09:52
09:48,10:22
10:18,10:52
10:48,11:22
11:18,11:52
