departure,arrival
19:39,19:41
19:43,19:45
19:50,19:52
19:54,19:56
19:56,19:58
20:00,20:02
20:02,20:04
20:06,20:08
20:13,20:15
20:17,20:19
20:19,20:21
20:23,20:25
20:25,20:27
20:29,20:31
20:36,20:38
20:40,20:42
20:42,20:44
20:46,20:48
20:48,20:50
20:52,20:54
20:59,21:01
21:03,21:05
21:05,21:07
21:09,21:11
21:11,21:13
21:15,21:17
21:27,21:29
06:24,06:26
06:28,06:30
06:30,06:32
06:34,06:36
06:36,06:38
06:42,06:44
06:46,06:48
06:48,06:50
06:52,06:54
06:54,06:56
06:58,07:00
07:00,07:02
07:04,07:06
07:06,07:08
07:12,07:14
07:16,07:18
07:18,07:20
07:22,07:24
07:24,07:26
07:28,07:30
07:30,07:32
07:34,07:36
07:36,07:38
07:42,07:44
07:46,07:48
21:33,21:35
21:37,21:39
21:39,21:41
21:43,21:45
21:45,21:47
21:49,21:51
21:51,21:53
22:02,22:04
22:06,22:08
22:08,22:10
22:12,22:14
22:14,22:16
22:18,22:20
22:20,22:22
22:24,22:26
22:26,22:28
22:37,22:39
22:41,22:43
22:43,22:45
22:47,22:49
22:49,22:51
22:53,22:55
18:41,18:43
18:42,18:44
18:45,18:47
18:47,18:49
18:51,18:53
18:53,18:55
18:57,18:59
18:59,19:01
19:03,19:05
19:04,19:06
19:05,19:07
19:08,19:10
19:10,19:12
19:14,19:16
19:16,19:18
19:20,19:22
19:22,19:24
19:26,19:28
19:27,19:29
19:28,19:30
19:31,19:33
19:33,19:35
19:37,19:39
06:12,06:14
06:16,06:18
06:18,06:20
19:39,19:41
19:43,19:45
19:45,19:47
19:49,19:51
19:50,19:52
19:51,19:53
19:54,19:56
19:56,19:58
20:00,20:02
20:02,20:04
20:06,20:08
20:08,20:10
20:12,20:14
20:13,20:15
20:14,20:16
20:17,20:19
20:19,20:21
20:23,20:25
20:25,20:27
07:48,07:50
07:52,07:54
07:54,07:56
07:58,08:00
08:00,08:02
08:04,08:06
08:06,08:08
08:12,08:14
08:16,08:18
08:18,08:20
08:22,08:24
08:24,08:26
08:28,08:30
08:30,08:32
08:34,08:36
08:36,08:38
08:42,08:44
08:46,08:48
08:48,08:50
08:52,08:54
08:54,08:56
08:58,09:00
09:00,09:02
09:04,09:06
09:06,09:08
09:12,09:14
09:16,09:18
22:55,22:57
22:59,23:01
23:01,23:03
23:12,23:14
23:16,23:18
23:18,23:20
23:22,23:24
23:24,23:26
23:28,23:30
23:30,23:32
23:34,23:36
23:36,23:38
23:47,23:49
23:51,23:53
23:53,23:55
23:57,23:59
23:59,00:01
00:03,00:05
00:05,00:07
00:09,00:11
00:11,00:13
21:31,21:33
21:33,21:35
21:37,21:39
21:39,21:41
21:43,21:45
22:02,22:04
22:06,22:08
22:08,22:10
22:12,22:14
22:14,22:16
22:18,22:20
22:37,22:39
22:41,22:43
22:43,22:45
22:47,22:49
22:49,22:51
22:53,22:55
23:12,23:14
23:16,23:18
23:18,23:20
23:22,23:24
23:24,23:26
23:28,23:30
23:47,23:49
23:51,23:53
23:53,23:55
23:57,23:59
23:59,00:01
00:03,00:05
09:18,09:20
09:22,09:24
09:24,09:26
09:28,09:30
09:30,09:32
09:34,09:36
09:36,09:38
09:42,09:44
09:46,09:48
09:48,09:50
09:52,09:54
09:54,09:56
09:58,10:00
10:00,10:02
10:04,10:06
10:06,10:08
10:12,10:14
10:16,10:18
10:18,10:20
10:22,10:24
10:24,10:26
10:28,10:30
10:30,10:32
10:34,10:36
10:36,10:38
06:22,06:24
06:24,06:26
06:28,06:30
06:30,06:32
06:34,06:36
06:36,06:38
06:42,06:44
06:46,06:48
06:48,06:50
06:52,06:54
06:54,06:56
06:58,07:00
07:00,07:02
07:04,07:06
07:06,07:08
07:12,07:14
07:16,07:18
07:18,07:20
07:22,07:24
07:24,07:26
07:28,07:30
07:30,07:32
07:34,07:36
20:29,20:31
20:31,20:33
20:35,20:37
20:36,20:38
20:37,20:39
20:40,20:42
20:42,20:44
20:46,20:48
20:48,20:50
20:52,20:54
20:54,20:56
20:58,21:00
20:59,21:01
21:00,21:02
21:03,21:05
21:05,21:07
21:09,21:11
21:11,21:13
21:15,21:17
21:17,21:19
21:21,21:23
21:23,21:25
21:27,21:29
07:36,07:38
07:42,07:44
07:46,07:48
07:48,07:50
07:52,07:54
07:54,07:56
07:58,08:00
08:00,08:02
08:04,08:06
08:06,08:08
08:12,08:14
08:16,08:18
08:18,08:20
08:22,08:24
08:24,08:26
08:28,08:30
08:30,08:32
08:34,08:36
08:36,08:38
08:42,08:44
08:46,08:48
08:48,08:50
08:52,08:54
08:54,08:56
08:58,09:00
09:00,09:02
09:04,09:06
09:06,09:08
21:31,21:33
21:33,21:35
21:37,21:39
21:39,21:41
21:43,21:45
21:45,21:47
21:49,21:51
21:51,21:53
22:02,22:04
22:06,22:08
22:08,22:10
22:12,22:14
22:14,22:16
22:18,22:20
22:20,22:22
22:24,22:26
22:26,22:28
22:37,22:39
22:41,22:43
22:43,22:45
22:47,22:49
22:49,22:51
22:53,22:55
22:55,22:57
10:42,10:44
10:46,10:48
10:48,10:50
10:52,10:54
10:54,10:56
10:58,11:00
11:00,11:02
11:04,11:06
11:06,11:08
11:12,11:14
11:16,11:18
11:18,11:20
11:22,11:24
11:24,11:26
11:28,11:30
11:30,11:32
11:34,11:36
11:36,11:38
11:42,11:44
11:46,11:48
11:48,11:50
11:52,11:54
11:54,11:56
11:58,12:00
12:00,12:02
12:04,12:06
12:06,12:08
12:12,12:14
12:16,12:18
12:18,12:20
12:22,12:24
12:24,12:26
12:28,12:30
12:30,12:32
12:34,12:36
12:36,12:38
12:42,12:44
12:46,12:48
12:48,12:50
12:52,12:54
12:54,12:56
12:58,13:00
13:00,13:02
13:04,13:06
13:06,13:08
13:12,13:14
13:16,13:18
13:18,13:20
13:22,13:24
13:24,13:26
13:28,13:30
09:12,09:14
09:16,09:18
09:18,09:20
09:22,09:24
09:24,09:26
09:28,09:30
09:30,09:32
09:34,09:36
09:36,09:38
09:42,09:44
09:46,09:48
09:48,09:50
09:52,09:54
09:54,09:56
09:58,10:00
10:00,10:02
10:04,10:06
10:06,10:08
10:12,10:14
10:16,10:18
10:18,10:20
10:22,10:24
10:24,10:26
22:59,23:01
23:01,23:03
23:12,23:14
23:16,23:18
23:18,23:20
23:22,23:24
23:24,23:26
23:28,23:30
23:30,23:32
23:34,23:36
23:36,23:38
23:47,23:49
23:51,23:53
23:53,23:55
23:57,23:59
23:59,00:01
00:03,00:05
00:05,00:07
00:09,00:11
00:11,00:13
10:28,10:30
10:30,10:32
10:34,10:36
10:36,10:38
10:42,10:44
10:46,10:48
10:48,10:50
10:52,10:54
10:54,10:56
