departure,arrival
11:49,12:14
12:19,12:44
12:49,13:14
13:19,13:44
13:42,14:07
14:05,14:30
14:28,14:53
14:51,15:16
15:14,15:39
15:37,16:02
16:00,16:25
16:23,16:48
16:46,17:11
17:09,17:34
17:32,17:57
17:55,18:20
18:18,18:43
18:41,19:06
19:04,19:29
19:27,19:52
19:50,20:15
20:13,20:38
20:36,21:01
21:04,21:29
21:39,22:04
22:14,22:39
22:49,23:14
23:24,23:49
05:49,06:14
06:19,06:44
06:49,07:14
07:19,07:44
07:49,08:14
08:19,08:44
08:49,09:14
09:19,09:44
09:49,10:14
10:19,10:44
10:49,11:14
11:19,11:44
11:49,12:14
12:19,12:44
12:49,13:14
13:19,13:44
13:42,14:07
14:05,14:30
14:28,14:53
14:51,15:16
15:14,15:39
15:37,16:02
16:00,16:25
16:23,16:48
16:46,17:11
17:09,17:34
17:32,17:57
17:55,18:20
18:18,18:43
18:41,19:06
19:04,19:29
19:27,19:52
19:50,20:15
20:13,20:38
20:36,21:01
21:04,21:29
21:39,22:04
22:14,22:39
22:49,23:14
23:24,23:49
05:49,06:14
06:19,06:44
06:49,07:14
07:19,07:44
07:49,08:14
08:19,08:44
08:49,09:14
09:19,09:44
09:49,10:14
10:19,10:44
10:49,11:14
11:19,11:44
