departure,arrival
14:21,14:25
14:36,14:40
14:51,14:55
15:06,15:10
15:21,15:25
15:36,15:40
15:51,15:55
16:06,16:10
16:21,16:25
16:36,16:40
16:51,16:55
17:06,17:10
17:21,17:25
17:36,17:40
17:51,17:55
18:06,18:10
18:21,18:25
18:36,18:40
18:51,18:55
19:06,19:10
19:21,19:25
19:36,19:40
19:51,19:55
20:06,20:10
20:21,20:25
20:36,20:40
20:56,21:00
21:16,21:20
21:36,21:40
21:56,22:00
22:21,22:25
22:46,22:50
23:11,23:15
23:36,23:40
06:56,07:00
07:21,07:25
07:46,07:50
08:06,08:10
08:26,08:30
08:46,08:50
09:06,09:10
09:26,09:30
09:46,09:50
10:06,10:10
10:26,10:30
10:46,10:50
11:06,11:10
11:21,11:25
11:36,11:40
11:51,11:55
12:06,12:10
12:21,12:25
12:36,12:40
12:51,12:55
13:06,13:10
13:21,13:25
13:36,13:40
13:51,13:55
14:06,14:10
