departure,arrival
06:20,07:00
06:45,07:25
07:10,07:50
07:30,08:10
07:50,08:30
08:10,08:50
08:30,09:10
08:50,09:30
09:10,09:50
09:30,10:10
09:50,10:30
10:10,10:50
10:30,11:10
10:45,11:25
11:00,11:40
11:15,11:55
11:30,12:10
11:45,12:25
12:00,12:40
12:15,12:55
12:30,13:10
12:45,13:25
13:00,13:40
13:15,13:55
13:30,14:10
13:45,14:25
14:00,14:40
14:15,14:55
14:30,15:10
14:45,15:25
15:00,15:40
15:15,15:55
15:30,16:10
15:45,16:25
16:00,16:40
16:15,16:55
16:30,17:10
16:45,17:25
17:00,17:40
17:15,17:55
17:30,18:10
17:45,18:25
18:00,18:40
18:15,18:55
18:30,19:10
18:45,19:25
19:00,19:40
19:15,19:55
19:30,20:10
19:45,20:25
20:00,20:40
20:20,21:00
20:40,21:20
21:00,21:40
21:20,22:00
21:45,22:25
22:10,22:50
22:35,23:15
23:00,23:40
