departure,arrival
14:04,14:15
14:06,14:17
14:10,14:21
14:11,14:22
14:12,14:23
14:15,14:26
14:17,14:28
14:21,14:32
14:23,14:34
14:27,14:38
14:29,14:40
14:33,14:44
14:34,14:45
14:35,14:46
14:38,14:49
14:40,14:51
14:44,14:55
14:46,14:57
14:50,15:01
14:52,15:03
12:34,12:45
12:36,12:47
12:40,12:51
12:42,12:53
12:48,12:59
12:52,13:03
12:54,13:05
12:58,13:09
13:00,13:11
13:04,13:15
13:06,13:17
13:10,13:21
13:12,13:23
13:18,13:29
13:22,13:33
13:24,13:35
13:28,13:39
13:30,13:41
13:34,13:45
13:36,13:47
13:40,13:51
13:42,13:53
13:48,13:59
13:52,14:03
13:54,14:05
13:58,14:09
14:00,14:11
14:04,14:15
14:06,14:17
14:10,14:21
14:11,14:22
14:12,14:23
14:15,14:26
14:17,14:28
14:21,14:32
14:23,14:34
14:27,14:38
14:29,14:40
14:33,14:44
14:34,14:45
14:35,14:46
14:38,14:49
14:40,14:51
14:44,14:55
14:46,14:57
14:50,15:01
14:52,15:03
15:13,15:24
15:15,15:26
15:19,15:30
15:20,15:31
15:21,15:32
15:24,15:35
15:26,15:37
15:30,15:41
15:32,15:43
15:36,15:47
15:38,15:49
15:42,15:53
15:43,15:54
15:44,15:55
15:47,15:58
15:49,16:00
15:53,16:04
15:55,16:06
15:59,16:10
16:01,16:12
16:05,16:16
16:06,16:17
16:07,16:18
16:10,16:21
16:12,16:23
16:16,16:27
16:18,16:29
16:22,16:33
16:24,16:35
16:28,16:39
16:29,16:40
16:30,16:41
16:33,16:44
16:35,16:46
16:39,16:50
16:41,16:52
16:45,16:56
16:47,16:58
16:51,17:02
16:52,17:03
16:53,17:04
16:56,17:07
16:58,17:09
17:02,17:13
17:04,17:15
17:08,17:19
17:10,17:21
17:14,17:25
17:15,17:26
17:16,17:27
17:19,17:30
17:21,17:32
17:25,17:36
17:27,17:38
17:31,17:42
17:33,17:44
17:37,17:48
17:38,17:49
17:39,17:50
17:42,17:53
17:44,17:55
17:48,17:59
17:50,18:01
17:54,18:05
17:56,18:07
18:00,18:11
18:01,18:12
18:02,18:13
18:05,18:16
18:07,18:18
