departure,arrival
06:44,06:58
07:09,07:23
07:34,07:48
07:54,08:08
08:14,08:28
08:34,08:48
08:54,09:08
09:14,09:28
09:34,09:48
09:54,10:08
10:14,10:28
10:34,10:48
10:54,11:08
11:09,11:23
11:24,11:38
11:39,11:53
11:54,12:08
12:09,12:23
12:24,12:38
12:39,12:53
12:54,13:08
13:09,13:23
13:24,13:38
13:39,13:53
13:54,14:08
14:09,14:23
14:24,14:38
14:39,14:53
14:54,15:08
15:09,15:23
15:24,15:38
15:39,15:53
15:54,16:08
16:09,16:23
16:24,16:38
16:39,16:53
16:54,17:08
17:09,17:23
17:24,17:38
17:39,17:53
17:54,18:08
18:09,18:23
18:24,18:38
18:39,18:53
18:54,19:08
19:09,19:23
19:24,19:38
19:39,19:53
19:54,20:08
20:09,20:23
20:24,20:38
20:44,20:58
21:04,21:18
21:24,21:38
21:44,21:58
22:09,22:23
22:34,22:48
22:59,23:13
23:24,23:38
