departure,arrival
06:54,07:10
07:19,07:35
07:44,08:00
08:04,08:20
08:24,08:40
08:44,09:00
09:04,09:20
09:24,09:40
09:44,10:00
10:04,10:20
10:24,10:40
10:44,11:00
11:04,11:20
11:19,11:35
11:34,11:50
11:49,12:05
12:04,12:20
12:19,12:35
12:34,12:50
12:49,13:05
13:04,13:20
13:19,13:35
13:34,13:50
13:49,14:05
14:04,14:20
14:19,14:35
14:34,14:50
14:49,15:05
15:04,15:20
15:19,15:35
15:34,15:50
15:49,16:05
16:04,16:20
16:19,16:35
16:34,16:50
16:49,17:05
17:04,17:20
17:19,17:35
17:34,17:50
17:49,18:05
18:04,18:20
18:19,18:35
18:34,18:50
18:49,19:05
19:04,19:20
19:19,19:35
19:34,19:50
19:49,20:05
20:04,20:20
20:19,20:35
20:34,20:50
20:54,21:10
21:14,21:30
21:34,21:50
21:54,22:10
22:19,22:35
22:44,23:00
23:09,23:25
23:34,23:50
