departure,arrival
16:20,16:51
16:25,16:56
16:31,17:02
16:37,17:08
16:43,17:14
16:48,17:19
16:54,17:25
17:00,17:31
17:06,17:37
17:11,17:42
17:17,17:48
17:23,17:54
17:29,18:00
17:34,18:05
17:40,18:11
17:46,18:17
17:52,18:23
17:57,18:28
18:03,18:34
18:09,18:40
18:15,18:46
18:20,18:51
18:26,18:57
18:32,19:03
22:10,22:41
22:16,22:47
22:22,22:53
22:39,23:10
22:45,23:16
22:51,23:22
22:57,23:28
23:14,23:45
23:20,23:51
23:26,23:57
23:32,00:03
23:49,00:20
23:55,00:26
00:01,00:32
00:07,00:38
18:38,19:09
18:43,19:14
18:49,19:20
18:55,19:26
19:01,19:32
19:06,19:37
19:12,19:43
19:18,19:49
19:24,19:55
19:29,20:00
19:35,20:06
19:41,20:12
19:47,20:18
19:52,20:23
19:58,20:29
20:04,20:35
20:10,20:41
20:15,20:46
20:21,20:52
20:27,20:58
20:33,21:04
20:38,21:09
20:44,21:15
20:50,21:21
20:56,21:27
21:01,21:32
21:07,21:38
21:13,21:44
21:19,21:50
21:29,22:00
21:35,22:06
21:41,22:12
21:47,22:18
22:04,22:35
22:10,22:41
22:16,22:47
22:22,22:53
22:39,23:10
22:45,23:16
22:51,23:22
22:57,23:28
23:14,23:45
23:20,23:51
23:26,23:57
23:32,00:03
23:49,00:20
23:55,00:26
00:01,00:32
00:07,00:38
06:14,06:45
06:20,06:51
06:44,07:15
06:50,07:21
07:14,07:45
07:20,07:51
07:44,08:15
07:50,08:21
08:14,08:45
08:20,08:51
08:44,09:15
08:50,09:21
09:14,09:45
09:20,09:51
09:44,10:15
09:50,10:21
10:14,10:45
10:20,10:51
10:44,11:15
10:50,11:21
11:14,11:45
11:20,11:51
06:14,06:45
06:20,06:51
06:26,06:57
06:32,07:03
06:44,07:15
06:50,07:21
06:56,07:27
07:02,07:33
07:14,07:45
07:20,07:51
07:26,07:57
07:32,08:03
07:44,08:15
07:50,08:21
07:56,08:27
08:02,08:33
08:14,08:45
08:20,08:51
08:26,08:57
08:32,09:03
08:44,09:15
08:50,09:21
11:44,12:15
11:50,12:21
12:14,12:45
12:20,12:51
12:44,13:15
12:50,13:21
13:14,13:45
13:20,13:51
13:44,14:15
13:50,14:21
14:07,14:38
14:13,14:44
14:30,15:01
14:36,15:07
14:53,15:24
14:59,15:30
15:16,15:47
15:22,15:53
15:39,16:10
15:45,16:16
16:02,16:33
16:08,16:39
16:25,16:56
16:31,17:02
16:48,17:19
16:54,17:25
17:11,17:42
17:17,17:48
17:34,18:05
17:40,18:11
17:57,18:28
18:03,18:34
08:56,09:27
09:02,09:33
09:14,09:45
09:20,09:51
09:26,09:57
09:32,10:03
09:44,10:15
09:50,10:21
09:56,10:27
10:02,10:33
10:14,10:45
10:20,10:51
10:26,10:57
10:32,11:03
10:44,11:15
10:50,11:21
10:56,11:27
11:02,11:33
11:14,11:45
11:20,11:51
11:26,11:57
11:32,12:03
