departure,arrival
06:10,06:26
06:16,06:32
06:22,06:38
06:28,06:44
06:40,06:56
06:46,07:02
06:52,07:08
06:58,07:14
07:10,07:26
07:16,07:32
07:22,07:38
07:28,07:44
07:40,07:56
07:46,08:02
07:52,08:08
07:58,08:14
08:10,08:26
08:16,08:32
08:22,08:38
15:58,16:10
15:59,16:11
16:04,16:16
16:10,16:22
16:16,16:28
16:21,16:33
16:22,16:34
16:27,16:39
16:33,16:45
16:39,16:51
16:44,16:56
16:45,16:57
16:50,17:02
16:56,17:08
17:02,17:14
17:07,17:19
17:08,17:20
17:13,17:25
17:19,17:31
17:25,17:37
17:30,17:42
17:31,17:43
09:58,10:10
10:04,10:16
10:10,10:22
10:16,10:28
10:22,10:34
10:28,10:40
10:34,10:46
10:40,10:52
10:46,10:58
10:52,11:04
10:58,11:10
11:04,11:16
11:10,11:22
11:16,11:28
11:22,11:34
11:28,11:40
11:34,11:46
11:40,11:52
11:46,11:58
11:52,12:04
11:58,12:10
12:04,12:16
12:10,12:22
17:36,17:48
17:42,17:54
17:48,18:00
17:53,18:05
17:54,18:06
17:59,18:11
18:05,18:17
18:11,18:23
18:16,18:28
18:17,18:29
18:22,18:34
18:28,18:40
18:34,18:46
18:39,18:51
18:40,18:52
18:45,18:57
18:51,19:03
18:57,19:09
19:02,19:14
19:03,19:15
19:08,19:20
19:14,19:26
19:20,19:32
12:16,12:28
12:22,12:34
12:28,12:40
12:34,12:46
12:40,12:52
12:46,12:58
12:52,13:04
12:58,13:10
13:04,13:16
13:10,13:22
13:16,13:28
13:22,13:34
13:28,13:40
13:34,13:46
13:40,13:52
13:46,13:58
13:52,14:04
13:58,14:10
14:03,14:15
14:04,14:16
14:09,14:21
14:15,14:27
08:28,08:44
08:40,08:56
08:46,09:02
08:52,09:08
08:58,09:14
09:10,09:26
09:16,09:32
09:22,09:38
09:28,09:44
09:40,09:56
09:46,10:02
09:52,10:08
09:58,10:14
10:10,10:26
10:16,10:32
10:22,10:38
10:28,10:44
10:40,10:56
10:46,11:02
10:52,11:08
10:58,11:14
11:10,11:26
11:16,11:32
11:22,11:38
11:28,11:44
11:40,11:56
11:46,12:02
11:52,12:08
11:58,12:14
12:10,12:26
12:16,12:32
12:22,12:38
12:28,12:44
12:40,12:56
12:46,13:02
12:52,13:08
12:58,13:14
13:10,13:26
13:16,13:32
13:22,13:38
13:28,13:44
13:40,13:56
13:46,14:02
13:52,14:08
13:58,14:14
14:03,14:19
14:09,14:25
19:25,19:37
19:26,19:38
19:31,19:43
19:37,19:49
19:43,19:55
19:48,20:00
19:49,20:01
19:54,20:06
20:00,20:12
20:06,20:18
20:11,20:23
20:12,20:24
20:17,20:29
20:23,20:35
20:29,20:41
20:34,20:46
20:35,20:47
20:40,20:52
20:46,20:58
20:52,21:04
20:57,21:09
20:58,21:10
21:03,21:15
14:21,14:33
14:26,14:38
14:27,14:39
14:32,14:44
14:38,14:50
14:44,14:56
14:49,15:01
14:50,15:02
14:55,15:07
15:01,15:13
15:07,15:19
15:12,15:24
15:13,15:25
15:18,15:30
15:24,15:36
15:30,15:42
15:35,15:47
15:36,15:48
15:41,15:53
15:47,15:59
15:53,16:05
15:58,16:10
15:59,16:11
16:04,16:16
16:10,16:22
16:16,16:28
16:21,16:33
16:22,16:34
16:27,16:39
16:33,16:45
16:39,16:51
16:44,16:56
16:45,16:57
16:50,17:02
16:56,17:08
17:02,17:14
17:07,17:19
17:08,17:20
17:13,17:25
17:19,17:31
17:25,17:37
17:30,17:42
17:31,17:43
17:36,17:48
17:42,17:54
14:15,14:31
14:21,14:37
14:26,14:42
14:32,14:48
14:38,14:54
14:44,15:00
14:49,15:05
14:55,15:11
15:01,15:17
15:07,15:23
15:12,15:28
15:18,15:34
15:24,15:40
15:30,15:46
15:35,15:51
15:41,15:57
15:47,16:03
15:53,16:09
15:58,16:14
16:04,16:20
16:10,16:26
16:16,16:32
16:21,16:37
16:27,16:43
21:09,21:21
21:15,21:27
21:21,21:33
21:25,21:37
21:31,21:43
21:37,21:49
21:43,21:55
21:49,22:01
22:00,22:12
22:06,22:18
22:12,22:24
22:18,22:30
22:24,22:36
22:35,22:47
22:41,22:53
22:47,22:59
22:53,23:05
22:59,23:11
23:10,23:22
23:16,23:28
23:22,23:34
23:28,23:40
23:34,23:46
06:10,06:26
06:16,06:32
06:22,06:38
06:40,06:56
06:46,07:02
06:52,07:08
07:10,07:26
07:16,07:32
07:22,07:38
07:40,07:56
07:46,08:02
07:52,08:08
08:10,08:26
08:16,08:32
08:22,08:38
08:40,08:56
08:46,09:02
08:52,09:08
09:10,09:26
09:16,09:32
09:22,09:38
09:40,09:56
09:46,10:02
09:52,10:08
10:10,10:26
10:16,10:32
10:22,10:38
10:40,10:56
10:46,11:02
10:52,11:08
11:10,11:26
11:16,11:32
11:22,11:38
11:40,11:56
11:46,12:02
11:52,12:08
12:10,12:26
12:16,12:32
12:22,12:38
12:40,12:56
12:46,13:02
12:52,13:08
13:10,13:26
13:16,13:32
13:22,13:38
13:40,13:56
13:46,14:02
13:52,14:08
14:03,14:19
14:09,14:25
14:15,14:31
16:33,16:49
16:39,16:55
16:44,17:00
16:50,17:06
16:56,17:12
17:02,17:18
17:07,17:23
17:13,17:29
17:19,17:35
17:25,17:41
17:30,17:46
17:36,17:52
17:42,17:58
17:48,18:04
17:53,18:09
17:59,18:15
18:05,18:21
18:11,18:27
18:16,18:32
18:22,18:38
18:28,18:44
18:34,18:50
18:39,18:55
18:45,19:01
18:51,19:07
18:57,19:13
23:45,23:57
23:51,00:03
23:57,00:09
00:03,00:15
00:09,00:21
17:48,18:00
17:53,18:05
17:54,18:06
17:59,18:11
18:05,18:17
18:11,18:23
18:16,18:28
18:17,18:29
18:22,18:34
18:28,18:40
18:34,18:46
18:39,18:51
18:40,18:52
18:45,18:57
18:51,19:03
18:57,19:09
19:02,19:14
19:03,19:15
19:08,19:20
19:14,19:26
19:20,19:32
19:25,19:37
19:26,19:38
19:31,19:43
19:37,19:49
19:43,19:55
19:48,20:00
19:49,20:01
19:54,20:06
20:00,20:12
20:06,20:18
20:11,20:23
20:12,20:24
20:17,20:29
20:23,20:35
20:29,20:41
20:34,20:46
20:35,20:47
20:40,20:52
20:46,20:58
20:52,21:04
20:57,21:09
