departure,arrival
06:08,06:26
06:38,06:56
07:08,07:26
07:38,07:56
08:08,08:26
08:38,08:56
09:08,09:26
09:38,09:56
10:08,10:26
10:38,10:56
11:08,11:26
11:38,11:56
12:08,12:26
12:38,12:56
13:08,13:26
13:38,13:56
14:01,14:19
14:24,14:42
14:47,15:05
15:10,15:28
15:33,15:51
15:56,16:14
16:19,16:37
16:42,17:00
06:08,06:26
06:38,06:56
07:08,07:26
07:38,07:56
08:08,08:26
08:38,08:56
17:05,17:23
17:28,17:46
17:51,18:09
18:14,18:32
18:37,18:55
19:00,19:18
19:23,19:41
19:46,20:04
20:09,20:27
20:32,20:50
20:55,21:13
21:23,21:41
21:58,22:16
22:33,22:51
23:08,23:26
23:43,00:01
06:08,06:26
06:38,06:56
07:08,07:26
07:38,07:56
08:08,08:26
08:38,08:56
09:08,09:26
09:38,09:56
10:08,10:26
10:38,10:56
11:08,11:26
11:38,11:56
12:08,12:26
12:38,12:56
13:08,13:26
13:38,13:56
14:01,14:19
14:24,14:42
14:47,15:05
15:10,15:28
15:33,15:51
15:56,16:14
16:19,16:37
16:42,17:00
17:05,17:23
17:28,17:46
17:51,18:09
18:14,18:32
18:37,18:55
19:00,19:18
09:08,09:26
09:38,09:56
10:08,10:26
10:38,10:56
11:08,11:26
11:38,11:56
12:08,12:26
12:38,12:56
13:08,13:26
13:38,13:56
14:01,14:19
14:24,14:42
14:47,15:05
15:10,15:28
15:33,15:51
15:56,16:14
16:19,16:37
16:42,17:00
17:05,17:23
17:28,17:46
17:51,18:09
18:14,18:32
18:37,18:55
19:00,19:18
19:23,19:41
19:46,20:04
20:09,20:27
20:32,20:50
20:55,21:13
21:23,21:41
21:58,22:16
22:33,22:51
23:08,23:26
23:43,00:01
19:23,19:41
19:46,20:04
20:09,20:27
20:32,20:50
20:55,21:13
21:23,21:41
21:58,22:16
22:33,22:51
23:08,23:26
23:43,00:01
