departure,arrival
05:48,06:24
06:18,06:54
06:48,07:24
07:18,07:54
07:48,08:24
08:18,08:54
08:48,09:24
09:18,09:54
09:48,10:24
10:18,10:54
10:48,11:24
11:18,11:54
11:48,12:24
12:18,12:54
12:48,13:24
13:18,13:54
13:41,14:17
14:04,14:40
14:27,15:03
14:50,15:26
15:13,15:49
15:36,16:12
15:59,16:35
16:22,16:58
16:45,17:21
17:08,17:44
17:31,18:07
17:54,18:30
18:17,18:53
18:40,19:16
19:03,19:39
19:26,20:02
19:49,20:25
20:12,20:48
20:35,21:11
21:03,21:39
21:38,22:14
22:13,22:49
22:48,23:24
23:23,23:59
05:48,06:24
06:18,06:54
06:48,07:24
07:18,07:54
07:48,08:24
08:18,08:54
08:48,09:24
09:18,09:54
09:48,10:24
10:18,10:54
10:48,11:24
11:18,11:54
11:48,12:24
12:18,12:54
12:48,13:24
13:18,13:54
13:41,14:17
14:04,14:40
14:27,15:03
14:50,15:26
15:13,15:49
15:36,16:12
15:59,16:35
16:22,16:58
16:45,17:21
17:08,17:44
17:31,18:07
17:54,18:30
18:17,18:53
18:40,19:16
19:03,19:39
19:26,20:02
19:49,20:25
20:12,20:48
20:35,21:11
21:03,21:39
21:38,22:14
22:13,22:49
22:48,23:24
23:23,23:59
