departure,arrival
06:52,07:00
07:17,07:25
07:42,07:50
08:02,08:10
08:22,08:30
08:42,08:50
09:02,09:10
09:22,09:30
09:42,09:50
10:02,10:10
10:22,10:30
10:42,10:50
11:02,11:10
11:17,11:25
11:32,11:40
11:47,11:55
12:02,12:10
12:17,12:25
12:32,12:40
12:47,12:55
13:02,13:10
13:17,13:25
13:32,13:40
13:47,13:55
14:02,14:10
14:17,14:25
14:32,14:40
14:47,14:55
15:02,15:10
15:17,15:25
15:32,15:40
15:47,15:55
16:02,16:10
16:17,16:25
16:32,16:40
16:47,16:55
17:02,17:10
17:17,17:25
17:32,17:40
17:47,17:55
18:02,18:10
18:17,18:25
18:32,18:40
18:47,18:55
19:02,19:10
19:17,19:25
19:32,19:40
19:47,19:55
20:02,20:10
20:17,20:25
20:32,20:40
20:52,21:00
21:12,21:20
21:32,21:40
21:52,22:00
22:17,22:25
22:42,22:50
23:07,23:15
23:32,23:40
