departure,arrival
06:02,06:24
06:32,06:54
07:02,07:24
07:32,07:54
08:02,08:24
08:32,08:54
06:02,06:24
06:32,06:54
07:02,07:24
07:32,07:54
08:02,08:24
08:32,08:54
09:02,09:24
09:32,09:54
10:02,10:24
10:32,10:54
11:02,11:24
11:32,11:54
12:02,12:24
12:32,12:54
13:02,13:24
09:02,09:24
09:32,09:54
10:02,10:24
10:32,10:54
11:02,11:24
11:32,11:54
12:02,12:24
12:32,12:54
13:02,13:24
13:32,13:54
13:55,14:17
14:18,14:40
14:41,15:03
15:04,15:26
15:27,15:49
15:50,16:12
16:13,16:35
16:36,16:58
16:59,17:21
17:22,17:44
17:45,18:07
18:08,18:30
18:31,18:53
18:54,19:16
19:17,19:39
19:40,20:02
20:03,20:25
20:26,20:48
20:49,21:11
21:17,21:39
21:52,22:14
22:27,22:49
13:32,13:54
13:55,14:17
14:18,14:40
14:41,15:03
15:04,15:26
15:27,15:49
15:50,16:12
16:13,16:35
16:36,16:58
16:59,17:21
17:22,17:44
17:45,18:07
18:08,18:30
18:31,18:53
18:54,19:16
19:17,19:39
19:40,20:02
20:03,20:25
20:26,20:48
20:49,21:11
21:17,21:39
21:52,22:14
22:27,22:49
23:02,23:24
23:02,23:24
23:37,23:59
23:37,23:59
06:02,06:24
06:32,06:54
07:02,07:24
07:32,07:54
08:02,08:24
08:32,08:54
09:02,09:24
09:32,09:54
10:02,10:24
10:32,10:54
11:02,11:24
11:32,11:54
12:02,12:24
12:32,12:54
13:02,13:24
13:32,13:54
13:55,14:17
14:18,14:40
14:41,15:03
15:04,15:26
15:27,15:49
15:50,16:12
16:13,16:35
16:36,16:58
16:59,17:21
17:22,17:44
17:45,18:07
18:08,18:30
18:31,18:53
18:54,19:16
19:17,19:39
19:40,20:02
20:03,20:25
20:26,20:48
20:49,21:11
21:17,21:39
21:52,22:14
22:27,22:49
23:02,23:24
23:37,23:59
