departure,arrival
06:06,06:12
06:36,06:42
07:06,07:12
07:36,07:42
08:06,08:12
08:36,08:42
09:06,09:12
09:36,09:42
10:06,10:12
10:36,10:42
11:06,11:12
11:36,11:42
12:06,12:12
12:36,12:42
13:06,13:12
13:36,13:42
13:59,14:05
14:22,14:28
14:45,14:51
15:08,15:14
15:31,15:37
15:54,16:00
16:17,16:23
16:40,16:46
17:03,17:09
17:26,17:32
17:49,17:55
18:12,18:18
18:35,18:41
18:58,19:04
19:21,19:27
19:44,19:50
20:07,20:13
20:30,20:36
20:53,20:59
21:21,21:27
21:56,22:02
22:31,22:37
23:06,23:12
23:41,23:47
06:06,06:12
06:36,06:42
07:06,07:12
07:36,07:42
08:06,08:12
08:36,08:42
09:06,09:12
09:36,09:42
10:06,10:12
10:36,10:42
11:06,11:12
11:36,11:42
12:06,12:12
12:36,12:42
13:06,13:12
13:36,13:42
13:59,14:05
14:22,14:28
14:45,14:51
15:08,15:14
15:31,15:37
15:54,16:00
16:17,16:23
16:40,16:46
17:03,17:09
17:26,17:32
17:49,17:55
18:12,18:18
18:35,18:41
18:58,19:04
19:21,19:27
19:44,19:50
20:07,20:13
20:30,20:36
20:53,20:59
21:21,21:27
21:56,22:02
22:31,22:37
23:06,23:12
23:41,23:47
06:06,06:12
06:36,06:42
07:06,07:12
07:36,07:42
08:06,08:12
08:36,08:42
09:06,09:12
09:36,09:42
10:06,10:12
10:36,10:42
11:06,11:12
11:36,11:42
12:06,12:12
12:36,12:42
13:06,13:12
13:36,13:42
13:59,14:05
14:22,14:28
14:45,14:51
15:08,15:14
15:31,15:37
15:54,16:00
16:17,16:23
16:40,16:46
17:03,17:09
17:26,17:32
17:49,17:55
18:12,18:18
18:35,18:41
18:58,19:04
19:21,19:27
19:44,19:50
20:07,20:13
20:30,20:36
20:53,20:59
21:21,21:27
21:56,22:02
22:31,22:37
23:06,23:12
23:41,23:47
