departure,arrival
05:49,06:12
06:19,06:42
06:49,07:12
07:19,07:42
07:49,08:12
08:19,08:42
08:49,09:12
09:19,09:42
09:49,10:12
10:19,10:42
10:49,11:12
11:19,11:42
11:49,12:12
12:19,12:42
12:49,13:12
13:19,13:42
13:42,14:05
14:05,14:28
14:28,14:51
14:51,15:14
15:14,15:37
15:37,16:00
16:00,16:23
16:23,16:46
16:46,17:09
17:09,17:32
17:32,17:55
17:55,18:18
18:18,18:41
18:41,19:04
19:04,19:27
19:27,19:50
19:50,20:13
20:13,20:36
20:36,20:59
21:04,21:27
21:39,22:02
22:14,22:37
22:49,23:12
23:24,23:47
19:27,19:50
19:50,20:13
20:13,20:36
20:36,20:59
21:04,21:27
21:39,22:02
22:14,22:37
22:49,23:12
23:24,23:47
05:49,06:12
06:19,06:42
06:49,07:12
07:19,07:42
07:49,08:12
08:19,08:42
08:49,09:12
09:19,09:42
09:49,10:12
10:19,10:42
10:49,11:12
11:19,11:42
11:49,12:12
12:19,12:42
12:49,13:12
13:19,13:42
13:42,14:05
14:05,14:28
14:28,14:51
14:51,15:14
15:14,15:37
15:37,16:00
16:00,16:23
16:23,16:46
16:46,17:09
17:09,17:32
17:32,17:55
17:55,18:18
18:18,18:41
18:41,19:04
19:04,19:27
