departure,arrival
06:50,06:56
07:15,07:21
07:40,07:46
08:00,08:06
08:20,08:26
08:40,08:46
09:00,09:06
09:20,09:26
09:40,09:46
10:00,10:06
10:20,10:26
10:40,10:46
11:00,11:06
11:15,11:21
11:30,11:36
11:45,11:51
12:00,12:06
12:15,12:21
12:30,12:36
12:45,12:51
13:00,13:06
13:15,13:21
13:30,13:36
13:45,13:51
14:00,14:06
14:15,14:21
14:30,14:36
14:45,14:51
15:00,15:06
15:15,15:21
15:30,15:36
15:45,15:51
16:00,16:06
16:15,16:21
16:30,16:36
16:45,16:51
17:00,17:06
17:15,17:21
17:30,17:36
17:45,17:51
18:00,18:06
18:15,18:21
18:30,18:36
18:45,18:51
19:00,19:06
19:15,19:21
19:30,19:36
19:45,19:51
20:00,20:06
20:15,20:21
20:30,20:36
20:50,20:56
21:10,21:16
21:30,21:36
21:50,21:56
22:15,22:21
22:40,22:46
23:05,23:11
23:30,23:36
