departure,arrival
06:48,07:10
07:13,07:35
07:38,08:00
07:58,08:20
08:18,08:40
08:38,09:00
08:58,09:20
09:18,09:40
09:38,10:00
09:58,10:20
10:18,10:40
10:38,11:00
10:58,11:20
11:13,11:35
11:28,11:50
11:43,12:05
11:58,12:20
12:13,12:35
12:28,12:50
12:43,13:05
12:58,13:20
13:13,13:35
13:28,13:50
13:43,14:05
13:58,14:20
14:13,14:35
14:28,14:50
14:43,15:05
14:58,15:20
15:13,15:35
15:28,15:50
15:43,16:05
15:58,16:20
16:13,16:35
16:28,16:50
16:43,17:05
16:58,17:20
17:13,17:35
17:28,17:50
17:43,18:05
17:58,18:20
18:13,18:35
18:28,18:50
18:43,19:05
18:58,19:20
19:13,19:35
19:28,19:50
19:43,20:05
19:58,20:20
20:13,20:35
20:28,20:50
20:48,21:10
21:08,21:30
21:28,21:50
21:48,22:10
22:13,22:35
22:38,23:00
23:03,23:25
23:28,23:50
