departure,arrival
05:49,06:22
06:19,06:52
06:49,07:22
07:19,07:52
07:49,08:22
08:19,08:52
08:49,09:22
09:19,09:52
09:49,10:22
10:19,10:52
10:49,11:22
11:19,11:52
11:49,12:22
12:19,12:52
12:49,13:22
13:19,13:52
13:42,14:15
14:05,14:38
14:28,15:01
14:51,15:24
15:14,15:47
15:37,16:10
16:00,16:33
16:23,16:56
16:46,17:19
17:09,17:42
17:32,18:05
17:55,18:28
18:18,18:51
18:41,19:14
19:04,19:37
19:27,20:00
19:50,20:23
20:13,20:46
20:36,21:09
21:04,21:37
21:39,22:12
22:14,22:47
22:49,23:22
23:24,23:57
05:49,06:22
06:19,06:52
06:49,07:22
07:19,07:52
07:49,08:22
08:19,08:52
08:49,09:22
09:19,09:52
09:49,10:22
10:19,10:52
10:49,11:22
11:19,11:52
11:49,12:22
12:19,12:52
12:49,13:22
13:19,13:52
13:42,14:15
14:05,14:38
14:28,15:01
14:51,15:24
15:14,15:47
15:37,16:10
16:00,16:33
16:23,16:56
16:46,17:19
17:09,17:42
17:32,18:05
17:55,18:28
18:18,18:51
18:41,19:14
19:04,19:37
19:27,20:00
19:50,20:23
20:13,20:46
20:36,21:09
21:04,21:37
21:39,22:12
22:14,22:47
22:49,23:22
23:24,23:57
