departure,arrival
06:12,06:22
06:18,06:28
06:24,06:34
06:30,06:40
06:42,06:52
06:48,06:58
06:54,07:04
07:00,07:10
07:12,07:22
07:18,07:28
07:24,07:34
07:30,07:40
07:42,07:52
07:48,07:58
07:54,08:04
08:00,08:10
08:12,08:22
08:18,08:28
08:24,08:34
08:30,08:40
08:42,08:52
08:48,08:58
08:54,09:04
09:00,09:10
09:12,09:22
09:18,09:28
09:24,09:34
09:30,09:40
09:42,09:52
09:48,09:58
09:54,10:04
10:00,10:10
10:12,10:22
10:18,10:28
10:24,10:34
10:30,10:40
10:42,10:52
10:48,10:58
10:54,11:04
11:00,11:10
11:12,11:22
11:18,11:28
11:24,11:34
11:30,11:40
11:42,11:52
06:12,06:22
06:18,06:28
06:24,06:34
06:30,06:40
06:42,06:52
06:48,06:58
06:54,07:04
07:00,07:10
07:12,07:22
07:18,07:28
07:24,07:34
07:30,07:40
07:42,07:52
07:48,07:58
07:54,08:04
08:00,08:10
08:12,08:22
08:18,08:28
08:24,08:34
08:30,08:40
08:42,08:52
08:48,08:58
08:54,09:04
09:00,09:10
09:12,09:22
09:18,09:28
06:12,06:22
06:18,06:28
06:42,06:52
06:48,06:58
07:12,07:22
07:18,07:28
07:42,07:52
07:48,07:58
08:12,08:22
08:18,08:28
08:42,08:52
08:48,08:58
09:12,09:22
09:18,09:28
09:42,09:52
09:48,09:58
10:12,10:22
10:18,10:28
10:42,10:52
10:48,10:58
11:12,11:22
11:18,11:28
11:42,11:52
11:48,11:58
12:12,12:22
12:18,12:28
12:42,12:52
12:48,12:58
13:12,13:22
13:18,13:28
13:42,13:52
13:48,13:58
14:05,14:15
14:11,14:21
11:48,11:58
11:54,12:04
12:00,12:10
12:12,12:22
12:18,12:28
12:24,12:34
12:30,12:40
12:42,12:52
12:48,12:58
12:54,13:04
13:00,13:10
13:12,13:22
13:18,13:28
13:24,13:34
13:30,13:40
13:42,13:52
13:48,13:58
13:54,14:04
14:00,14:10
14:05,14:15
14:11,14:21
14:17,14:27
14:23,14:33
14:28,14:38
