departure,arrival
10:50,10:58
10:54,11:02
10:56,11:04
11:00,11:08
11:02,11:10
11:06,11:14
11:08,11:16
11:14,11:22
11:18,11:26
11:20,11:28
11:24,11:32
11:26,11:34
11:30,11:38
11:32,11:40
11:36,11:44
11:38,11:46
11:44,11:52
11:48,11:56
11:50,11:58
11:54,12:02
11:56,12:04
12:00,12:08
12:02,12:10
12:06,12:14
12:08,12:16
06:18,06:26
06:20,06:28
06:24,06:32
06:26,06:34
06:30,06:38
06:32,06:40
06:36,06:44
06:38,06:46
06:44,06:52
06:48,06:56
06:50,06:58
06:54,07:02
06:56,07:04
07:00,07:08
07:02,07:10
07:06,07:14
07:08,07:16
07:14,07:22
07:18,07:26
07:20,07:28
07:24,07:32
07:26,07:34
07:30,07:38
22:04,22:12
22:08,22:16
22:10,22:18
22:14,22:22
22:16,22:24
22:20,22:28
22:22,22:30
22:26,22:34
22:28,22:36
22:39,22:47
22:43,22:51
22:45,22:53
22:49,22:57
22:51,22:59
22:55,23:03
22:57,23:05
23:01,23:09
23:03,23:11
23:14,23:22
23:18,23:26
23:20,23:28
23:24,23:32
23:26,23:34
23:30,23:38
23:32,23:40
07:32,07:40
07:36,07:44
07:38,07:46
07:44,07:52
07:48,07:56
07:50,07:58
07:54,08:02
07:56,08:04
08:00,08:08
08:02,08:10
08:06,08:14
08:08,08:16
08:14,08:22
08:18,08:26
08:20,08:28
08:24,08:32
08:26,08:34
08:30,08:38
08:32,08:40
08:36,08:44
08:38,08:46
08:44,08:52
23:36,23:44
23:38,23:46
23:49,23:57
23:53,00:01
23:55,00:03
23:59,00:07
00:01,00:09
00:05,00:13
00:07,00:15
00:11,00:19
00:13,00:21
12:14,12:22
12:18,12:26
12:20,12:28
12:24,12:32
12:26,12:34
12:30,12:38
12:32,12:40
12:36,12:44
12:38,12:46
12:44,12:52
12:48,12:56
12:50,12:58
12:54,13:02
12:56,13:04
13:00,13:08
13:02,13:10
13:06,13:14
13:08,13:16
13:14,13:22
13:18,13:26
13:20,13:28
13:24,13:32
13:26,13:34
13:30,13:38
13:32,13:40
13:36,13:44
13:38,13:46
13:44,13:52
13:48,13:56
13:50,13:58
13:54,14:02
13:56,14:04
06:14,06:22
06:18,06:26
06:20,06:28
06:24,06:32
06:26,06:34
06:30,06:38
06:32,06:40
06:36,06:44
06:38,06:46
06:44,06:52
06:48,06:56
06:50,06:58
06:54,07:02
06:56,07:04
07:00,07:08
07:02,07:10
07:06,07:14
07:08,07:16
14:00,14:08
14:02,14:10
14:06,14:14
14:07,14:15
14:08,14:16
14:11,14:19
14:13,14:21
14:17,14:25
14:19,14:27
14:23,14:31
14:25,14:33
14:29,14:37
14:30,14:38
14:31,14:39
14:34,14:42
14:36,14:44
14:40,14:48
14:42,14:50
14:46,14:54
14:48,14:56
14:52,15:00
14:53,15:01
14:54,15:02
14:57,15:05
08:48,08:56
08:50,08:58
08:54,09:02
08:56,09:04
09:00,09:08
09:02,09:10
09:06,09:14
09:08,09:16
09:14,09:22
09:18,09:26
09:20,09:28
09:24,09:32
09:26,09:34
09:30,09:38
09:32,09:40
09:36,09:44
09:38,09:46
09:44,09:52
09:48,09:56
09:50,09:58
09:54,10:02
09:56,10:04
10:00,10:08
10:02,10:10
10:06,10:14
10:08,10:16
10:14,10:22
10:18,10:26
10:20,10:28
10:24,10:32
10:26,10:34
07:14,07:22
07:18,07:26
07:20,07:28
07:24,07:32
07:26,07:34
07:30,07:38
07:32,07:40
07:36,07:44
07:38,07:46
07:44,07:52
07:48,07:56
07:50,07:58
07:54,08:02
07:56,08:04
08:00,08:08
08:02,08:10
08:06,08:14
08:08,08:16
08:14,08:22
08:18,08:26
08:20,08:28
08:24,08:32
08:26,08:34
08:30,08:38
08:32,08:40
08:36,08:44
08:38,08:46
08:44,08:52
08:48,08:56
08:50,08:58
10:30,10:38
10:32,10:40
10:36,10:44
10:38,10:46
10:44,10:52
10:48,10:56
10:50,10:58
10:54,11:02
10:56,11:04
11:00,11:08
11:02,11:10
11:06,11:14
11:08,11:16
11:14,11:22
11:18,11:26
11:20,11:28
11:24,11:32
11:26,11:34
11:30,11:38
11:32,11:40
11:36,11:44
11:38,11:46
11:44,11:52
11:48,11:56
11:50,11:58
14:59,15:07
15:03,15:11
15:05,15:13
15:09,15:17
15:11,15:19
15:15,15:23
15:16,15:24
15:17,15:25
15:20,15:28
15:22,15:30
15:26,15:34
15:28,15:36
15:32,15:40
15:34,15:42
15:38,15:46
15:39,15:47
15:40,15:48
15:43,15:51
15:45,15:53
15:49,15:57
15:51,15:59
15:55,16:03
15:57,16:05
16:01,16:09
16:02,16:10
16:03,16:11
08:54,09:02
08:56,09:04
09:00,09:08
09:02,09:10
09:06,09:14
09:08,09:16
09:14,09:22
09:18,09:26
