departure,arrival
17:08,17:29
17:31,17:52
17:54,18:15
18:17,18:38
18:40,19:01
19:03,19:24
19:26,19:47
19:49,20:10
20:12,20:33
20:35,20:56
21:03,21:24
21:38,21:59
22:13,22:34
22:48,23:09
23:23,23:44
05:48,06:09
06:18,06:39
06:48,07:09
07:18,07:39
07:48,08:09
08:18,08:39
08:48,09:09
09:18,09:39
09:48,10:09
10:18,10:39
10:48,11:09
11:18,11:39
11:48,12:09
12:18,12:39
12:48,13:09
13:18,13:39
13:41,14:02
14:04,14:25
14:27,14:48
14:50,15:11
15:13,15:34
15:36,15:57
15:59,16:20
16:22,16:43
16:45,17:06
17:08,17:29
17:31,17:52
17:54,18:15
18:17,18:38
18:40,19:01
19:03,19:24
19:26,19:47
19:49,20:10
20:12,20:33
20:35,20:56
21:03,21:24
21:38,21:59
22:13,22:34
22:48,23:09
23:23,23:44
05:48,06:09
06:18,06:39
06:48,07:09
07:18,07:39
07:48,08:09
08:18,08:39
08:48,09:09
09:18,09:39
09:48,10:09
10:18,10:39
10:48,11:09
11:18,11:39
11:48,12:09
12:18,12:39
12:48,13:09
13:18,13:39
13:41,14:02
14:04,14:25
14:27,14:48
14:50,15:11
15:13,15:34
15:36,15:57
15:59,16:20
16:22,16:43
16:45,17:06
