departure,arrival
13:53,13:54
14:16,14:17
14:39,14:40
15:02,15:03
15:25,15:26
15:48,15:49
16:11,16:12
16:34,16:35
16:57,16:58
17:20,17:21
17:43,17:44
18:06,18:07
18:29,18:30
18:52,18:53
19:15,19:16
19:38,19:39
20:01,20:02
20:24,20:25
20:47,20:48
21:15,21:16
21:50,21:51
22:25,22:26
23:00,23:01
23:35,23:36
06:00,06:01
06:30,06:31
07:00,07:01
07:30,07:31
08:00,08:01
08:30,08:31
09:00,09:01
09:30,09:31
10:00,10:01
10:30,10:31
11:00,11:01
11:30,11:31
12:00,12:01
12:30,12:31
13:00,13:01
13:30,13:31
13:53,13:54
14:16,14:17
14:39,14:40
15:02,15:03
15:25,15:26
15:48,15:49
16:11,16:12
16:34,16:35
16:57,16:58
17:20,17:21
17:43,17:44
18:06,18:07
18:29,18:30
18:52,18:53
19:15,19:16
19:38,19:39
20:01,20:02
20:24,20:25
20:47,20:48
21:15,21:16
21:50,21:51
22:25,22:26
23:00,23:01
23:35,23:36
06:00,06:01
06:30,06:31
07:00,07:01
07:30,07:31
08:00,08:01
08:30,08:31
09:00,09:01
09:30,09:31
10:00,10:01
10:30,10:31
11:00,11:01
11:30,11:31
12:00,12:01
12:30,12:31
13:00,13:01
13:30,13:31
