departure,arrival
07:19,08:05
07:49,08:35
08:19,09:05
08:49,09:35
09:19,10:05
09:49,10:35
10:19,11:05
10:49,11:35
11:19,12:05
11:49,12:35
12:19,13:05
12:49,13:35
13:19,14:05
13:42,14:28
14:05,14:51
14:28,15:14
14:51,15:37
15:14,16:00
15:37,16:23
16:00,16:46
16:23,17:09
16:46,17:32
17:09,17:55
17:32,18:18
17:55,18:41
18:18,19:04
18:41,19:27
19:04,19:50
19:27,20:13
19:50,20:36
20:13,20:59
20:36,21:22
21:04,21:50
21:39,22:25
22:14,23:00
22:49,23:35
23:24,00:10
05:49,06:35
06:19,07:05
06:49,07:35
07:19,08:05
07:49,08:35
08:19,09:05
08:49,09:35
09:19,10:05
09:49,10:35
10:19,11:05
10:49,11:35
11:19,12:05
11:49,12:35
12:19,13:05
12:49,13:35
13:19,14:05
13:42,14:28
14:05,14:51
14:28,15:14
14:51,15:37
15:14,16:00
15:37,16:23
16:00,16:46
16:23,17:09
16:46,17:32
17:09,17:55
17:32,18:18
17:55,18:41
18:18,19:04
18:41,19:27
19:04,19:50
19:27,20:13
19:50,20:36
20:13,20:59
20:36,21:22
21:04,21:50
21:39,22:25
22:14,23:00
22:49,23:35
23:24,00:10
05:49,06:35
06:19,07:05
06:49,07:35
