departure,arrival
06:14,06:28
06:20,06:34
06:44,06:58
06:50,07:04
07:14,07:28
07:20,07:34
07:44,07:58
07:50,08:04
08:14,08:28
08:20,08:34
08:44,08:58
08:50,09:04
09:14,09:28
09:20,09:34
09:44,09:58
09:50,10:04
10:14,10:28
10:20,10:34
10:44,10:58
10:50,11:04
11:14,11:28
11:20,11:34
11:44,11:58
11:50,12:04
12:14,12:28
12:20,12:34
12:44,12:58
17:17,17:31
17:23,17:37
17:29,17:43
17:34,17:48
17:40,17:54
17:46,18:00
17:52,18:06
17:57,18:11
18:03,18:17
18:09,18:23
18:15,18:29
18:20,18:34
18:26,18:40
18:32,18:46
18:38,18:52
18:43,18:57
18:49,19:03
18:55,19:09
19:01,19:15
19:06,19:20
19:12,19:26
19:18,19:32
19:24,19:38
19:29,19:43
19:35,19:49
19:41,19:55
19:47,20:01
19:52,20:06
19:58,20:12
20:04,20:18
20:10,20:24
20:15,20:29
20:21,20:35
20:27,20:41
20:33,20:47
20:38,20:52
20:44,20:58
20:50,21:04
20:56,21:10
21:01,21:15
21:07,21:21
21:13,21:27
21:19,21:33
21:29,21:43
21:35,21:49
21:41,21:55
21:47,22:01
22:04,22:18
22:10,22:24
12:50,13:04
13:14,13:28
13:20,13:34
13:44,13:58
13:50,14:04
14:07,14:21
14:13,14:27
14:30,14:44
14:36,14:50
14:53,15:07
14:59,15:13
15:16,15:30
15:22,15:36
15:39,15:53
15:45,15:59
16:02,16:16
16:08,16:22
16:25,16:39
16:31,16:45
16:48,17:02
16:54,17:08
17:11,17:25
17:17,17:31
17:34,17:48
17:40,17:54
17:57,18:11
18:03,18:17
18:20,18:34
18:26,18:40
18:43,18:57
18:49,19:03
19:06,19:20
19:12,19:26
19:29,19:43
19:35,19:49
19:52,20:06
19:58,20:12
20:15,20:29
20:21,20:35
20:38,20:52
20:44,20:58
21:01,21:15
21:07,21:21
21:29,21:43
21:35,21:49
22:04,22:18
22:10,22:24
22:39,22:53
22:45,22:59
23:14,23:28
23:20,23:34
23:49,00:03
23:55,00:09
22:16,22:30
22:22,22:36
22:39,22:53
22:45,22:59
22:51,23:05
22:57,23:11
23:14,23:28
23:20,23:34
23:26,23:40
23:32,23:46
23:49,00:03
23:55,00:09
00:01,00:15
00:07,00:21
06:14,06:28
06:20,06:34
06:26,06:40
06:32,06:46
06:44,06:58
06:50,07:04
06:56,07:10
07:02,07:16
07:14,07:28
07:20,07:34
07:26,07:40
07:32,07:46
07:44,07:58
07:50,08:04
07:56,08:10
08:02,08:16
08:14,08:28
08:20,08:34
08:26,08:40
08:32,08:46
08:44,08:58
08:50,09:04
08:56,09:10
09:02,09:16
09:14,09:28
09:20,09:34
09:26,09:40
09:32,09:46
09:44,09:58
09:50,10:04
09:56,10:10
10:02,10:16
10:14,10:28
10:20,10:34
10:26,10:40
10:32,10:46
10:44,10:58
10:50,11:04
10:56,11:10
11:02,11:16
11:14,11:28
11:20,11:34
11:26,11:40
11:32,11:46
11:44,11:58
11:50,12:04
11:56,12:10
12:02,12:16
12:14,12:28
12:20,12:34
12:26,12:40
12:32,12:46
12:44,12:58
12:50,13:04
12:56,13:10
13:02,13:16
13:14,13:28
13:20,13:34
13:26,13:40
13:32,13:46
13:44,13:58
13:50,14:04
13:56,14:10
14:02,14:16
14:07,14:21
14:13,14:27
14:19,14:33
14:25,14:39
14:30,14:44
14:36,14:50
14:42,14:56
14:48,15:02
14:53,15:07
14:59,15:13
15:05,15:19
15:11,15:25
15:16,15:30
