departure,arrival
09:32,09:44
09:52,10:04
10:12,10:24
10:32,10:44
10:52,11:04
11:07,11:19
11:22,11:34
11:37,11:49
11:52,12:04
12:07,12:19
12:22,12:34
12:37,12:49
12:52,13:04
13:07,13:19
13:22,13:34
13:37,13:49
13:52,14:04
14:07,14:19
14:22,14:34
14:37,14:49
14:52,15:04
15:07,15:19
15:22,15:34
15:37,15:49
15:52,16:04
16:07,16:19
16:22,16:34
16:37,16:49
16:52,17:04
17:07,17:19
17:22,17:34
17:37,17:49
17:52,18:04
18:07,18:19
18:22,18:34
18:37,18:49
18:52,19:04
19:07,19:19
19:22,19:34
19:37,19:49
19:52,20:04
20:07,20:19
20:22,20:34
20:42,20:54
21:02,21:14
21:22,21:34
21:42,21:54
22:07,22:19
22:32,22:44
22:57,23:09
23:22,23:34
06:42,06:54
07:07,07:19
07:32,07:44
07:52,08:04
08:12,08:24
08:32,08:44
08:52,09:04
09:12,09:24
