departure,arrival
12:35,12:56
13:05,13:26
13:35,13:56
13:58,14:19
14:21,14:42
14:44,15:05
15:07,15:28
15:30,15:51
15:53,16:14
16:16,16:37
16:39,17:00
17:02,17:23
17:25,17:46
17:48,18:09
18:11,18:32
18:34,18:55
18:57,19:18
19:20,19:41
19:43,20:04
20:06,20:27
20:29,20:50
20:52,21:13
21:20,21:41
21:55,22:16
22:30,22:51
23:05,23:26
23:40,00:01
06:05,06:26
06:35,06:56
07:05,07:26
07:35,07:56
08:05,08:26
08:35,08:56
09:05,09:26
09:35,09:56
10:05,10:26
10:35,10:56
11:05,11:26
11:35,11:56
12:05,12:26
12:35,12:56
13:05,13:26
13:35,13:56
13:58,14:19
14:21,14:42
14:44,15:05
15:07,15:28
15:30,15:51
15:53,16:14
16:16,16:37
16:39,17:00
17:02,17:23
17:25,17:46
17:48,18:09
18:11,18:32
18:34,18:55
18:57,19:18
19:20,19:41
19:43,20:04
20:06,20:27
20:29,20:50
20:52,21:13
21:20,21:41
21:55,22:16
22:30,22:51
23:05,23:26
23:40,00:01
06:05,06:26
06:35,06:56
07:05,07:26
07:35,07:56
08:05,08:26
06:05,06:26
06:35,06:56
07:05,07:26
07:35,07:56
08:05,08:26
08:35,08:56
09:05,09:26
09:35,09:56
10:05,10:26
10:35,10:56
11:05,11:26
11:35,11:56
12:05,12:26
08:35,08:56
09:05,09:26
09:35,09:56
10:05,10:26
10:35,10:56
11:05,11:26
11:35,11:56
12:05,12:26
12:35,12:56
13:05,13:26
13:35,13:56
13:58,14:19
14:21,14:42
14:44,15:05
15:07,15:28
15:30,15:51
15:53,16:14
16:16,16:37
16:39,17:00
17:02,17:23
17:25,17:46
17:48,18:09
18:11,18:32
18:34,18:55
18:57,19:18
19:20,19:41
19:43,20:04
20:06,20:27
20:29,20:50
20:52,21:13
21:20,21:41
21:55,22:16
22:30,22:51
23:05,23:26
23:40,00:01
