departure,arrival
06:00,06:24
06:30,06:54
07:00,07:24
07:30,07:54
08:00,08:24
08:30,08:54
09:00,09:24
09:30,09:54
10:00,10:24
10:30,10:54
11:00,11:24
11:30,11:54
12:00,12:24
12:30,12:54
13:00,13:24
13:30,13:54
13:53,14:17
14:16,14:40
14:39,15:03
15:02,15:26
15:25,15:49
15:48,16:12
16:11,16:35
16:34,16:58
16:57,17:21
17:20,17:44
17:43,18:07
18:06,18:30
18:29,18:53
18:52,19:16
19:15,19:39
19:38,20:02
20:01,20:25
20:24,20:48
20:47,21:11
21:15,21:39
21:50,22:14
22:25,22:49
23:00,23:24
23:35,23:59
06:00,06:24
06:30,06:54
07:00,07:24
07:30,07:54
08:00,08:24
08:30,08:54
09:00,09:24
09:30,09:54
10:00,10:24
10:30,10:54
11:00,11:24
11:30,11:54
12:00,12:24
12:30,12:54
13:00,13:24
13:30,13:54
13:53,14:17
14:16,14:40
14:39,15:03
15:02,15:26
15:25,15:49
15:48,16:12
16:11,16:35
16:34,16:58
16:57,17:21
17:20,17:44
17:43,18:07
18:06,18:30
18:29,18:53
18:52,19:16
19:15,19:39
19:38,20:02
20:01,20:25
20:24,20:48
20:47,21:11
21:15,21:39
21:50,22:14
22:25,22:49
23:00,23:24
23:35,23:59
