departure,arrival
06:01,06:18
06:31,06:48
07:01,07:18
07:31,07:48
08:01,08:18
08:31,08:48
09:01,09:18
09:31,09:48
10:01,10:18
10:31,10:48
11:01,11:18
11:31,11:48
12:01,12:18
12:31,12:48
13:01,13:18
13:31,13:48
13:54,14:11
14:17,14:34
14:40,14:57
15:03,15:20
15:26,15:43
15:49,16:06
16:12,16:29
16:35,16:52
16:58,17:15
17:21,17:38
17:44,18:01
18:07,18:24
18:30,18:47
18:53,19:10
19:16,19:33
19:39,19:56
20:02,20:19
20:25,20:42
20:48,21:05
21:16,21:33
21:51,22:08
22:26,22:43
23:01,23:18
23:36,23:53
06:01,06:18
06:31,06:48
07:01,07:18
07:31,07:48
08:01,08:18
08:31,08:48
09:01,09:18
09:31,09:48
10:01,10:18
10:31,10:48
11:01,11:18
11:31,11:48
12:01,12:18
12:31,12:48
13:01,13:18
13:31,13:48
13:54,14:11
14:17,14:34
14:40,14:57
15:03,15:20
15:26,15:43
15:49,16:06
16:12,16:29
16:35,16:52
16:58,17:15
17:21,17:38
06:01,06:18
06:31,06:48
07:01,07:18
07:31,07:48
08:01,08:18
08:31,08:48
09:01,09:18
17:44,18:01
18:07,18:24
18:30,18:47
18:53,19:10
19:16,19:33
19:39,19:56
20:02,20:19
20:25,20:42
20:48,21:05
21:16,21:33
21:51,22:08
22:26,22:43
23:01,23:18
23:36,23:53
20:02,20:19
20:25,20:42
20:48,21:05
21:16,21:33
21:51,22:08
22:26,22:43
23:01,23:18
23:36,23:53
09:31,09:48
10:01,10:18
10:31,10:48
11:01,11:18
11:31,11:48
12:01,12:18
12:31,12:48
13:01,13:18
13:31,13:48
13:54,14:11
14:17,14:34
14:40,14:57
15:03,15:20
15:26,15:43
15:49,16:06
16:12,16:29
16:35,16:52
16:58,17:15
17:21,17:38
17:44,18:01
18:07,18:24
18:30,18:47
18:53,19:10
19:16,19:33
19:39,19:56
