departure,arrival
06:00,06:18
06:30,06:48
07:00,07:18
07:30,07:48
08:00,08:18
08:30,08:48
09:00,09:18
09:30,09:48
10:00,10:18
10:30,10:48
11:00,11:18
11:30,11:48
12:00,12:18
12:30,12:48
13:00,13:18
13:30,13:48
13:53,14:11
14:16,14:34
14:39,14:57
15:02,15:20
15:25,15:43
15:48,16:06
16:11,16:29
16:34,16:52
16:57,17:15
17:20,17:38
17:43,18:01
18:06,18:24
18:29,18:47
18:52,19:10
19:15,19:33
19:38,19:56
20:01,20:19
20:24,20:42
20:47,21:05
06:00,06:18
06:30,06:48
07:00,07:18
21:15,21:33
21:50,22:08
22:25,22:43
23:00,23:18
23:35,23:53
07:30,07:48
08:00,08:18
08:30,08:48
09:00,09:18
09:30,09:48
10:00,10:18
10:30,10:48
11:00,11:18
11:30,11:48
12:00,12:18
12:30,12:48
13:00,13:18
13:30,13:48
13:53,14:11
14:16,14:34
14:39,14:57
15:02,15:20
15:25,15:43
15:48,16:06
16:11,16:29
16:34,16:52
16:57,17:15
17:20,17:38
17:43,18:01
18:06,18:24
18:29,18:47
18:52,19:10
19:15,19:33
19:38,19:56
20:01,20:19
20:24,20:42
20:47,21:05
21:15,21:33
21:50,22:08
22:25,22:43
23:00,23:18
23:35,23:53
