departure,arrival
06:09,06:22
06:39,06:52
07:09,07:22
07:39,07:52
08:09,08:22
08:39,08:52
09:09,09:22
09:39,09:52
10:09,10:22
10:39,10:52
11:09,11:22
11:39,11:52
12:09,12:22
12:39,12:52
13:09,13:22
13:39,13:52
14:02,14:15
14:25,14:38
14:48,15:01
15:11,15:24
15:34,15:47
15:57,16:10
16:20,16:33
16:43,16:56
17:06,17:19
17:29,17:42
17:52,18:05
18:15,18:28
18:38,18:51
19:01,19:14
19:24,19:37
19:47,20:00
20:10,20:23
20:33,20:46
20:56,21:09
21:24,21:37
21:59,22:12
22:34,22:47
23:09,23:22
23:44,23:57
06:09,06:22
06:39,06:52
07:09,07:22
06:09,06:22
06:39,06:52
07:09,07:22
07:39,07:52
08:09,08:22
08:39,08:52
09:09,09:22
09:39,09:52
10:09,10:22
10:39,10:52
11:09,11:22
11:39,11:52
12:09,12:22
12:39,12:52
13:09,13:22
13:39,13:52
14:02,14:15
14:25,14:38
14:48,15:01
15:11,15:24
15:34,15:47
15:57,16:10
16:20,16:33
16:43,16:56
17:06,17:19
17:29,17:42
17:52,18:05
18:15,18:28
18:38,18:51
19:01,19:14
19:24,19:37
19:47,20:00
20:10,20:23
20:33,20:46
20:56,21:09
21:24,21:37
21:59,22:12
22:34,22:47
23:09,23:22
23:44,23:57
07:39,07:52
08:09,08:22
08:39,08:52
09:09,09:22
09:39,09:52
10:09,10:22
10:39,10:52
11:09,11:22
11:39,11:52
12:09,12:22
12:39,12:52
13:09,13:22
13:39,13:52
14:02,14:15
14:25,14:38
14:48,15:01
15:11,15:24
15:34,15:47
15:57,16:10
16:20,16:33
16:43,16:56
17:06,17:19
17:29,17:42
17:52,18:05
18:15,18:28
18:38,18:51
19:01,19:14
19:24,19:37
19:47,20:00
20:10,20:23
20:33,20:46
20:56,21:09
21:24,21:37
21:59,22:12
22:34,22:47
23:09,23:22
23:44,23:57
