departure,arrival
13:31,13:50
13:54,14:13
14:17,14:36
14:40,14:59
15:03,15:22
15:26,15:45
15:49,16:08
16:12,16:31
16:35,16:54
16:58,17:17
17:21,17:40
17:44,18:03
18:07,18:26
18:30,18:49
18:53,19:12
19:16,19:35
19:39,19:58
20:02,20:21
20:25,20:44
20:48,21:07
21:16,21:35
21:51,22:10
22:26,22:45
23:01,23:20
23:36,23:55
06:01,06:20
06:31,06:50
07:01,07:20
07:31,07:50
08:01,08:20
08:31,08:50
09:01,09:20
09:31,09:50
10:01,10:20
10:31,10:50
11:01,11:20
11:31,11:50
12:01,12:20
12:31,12:50
13:01,13:20
13:31,13:50
13:54,14:13
14:17,14:36
14:40,14:59
15:03,15:22
15:26,15:45
15:49,16:08
16:12,16:31
16:35,16:54
16:58,17:17
17:21,17:40
17:44,18:03
18:07,18:26
18:30,18:49
18:53,19:12
19:16,19:35
19:39,19:58
20:02,20:21
20:25,20:44
20:48,21:07
21:16,21:35
21:51,22:10
22:26,22:45
23:01,23:20
23:36,23:55
06:01,06:20
06:31,06:50
07:01,07:20
07:31,07:50
06:01,06:20
06:31,06:50
07:01,07:20
07:31,07:50
08:01,08:20
08:31,08:50
09:01,09:20
09:31,09:50
10:01,10:20
10:31,10:50
11:01,11:20
11:31,11:50
12:01,12:20
12:31,12:50
13:01,13:20
18:07,18:26
18:30,18:49
18:53,19:12
19:16,19:35
19:39,19:58
20:02,20:21
20:25,20:44
20:48,21:07
21:16,21:35
21:51,22:10
22:26,22:45
23:01,23:20
23:36,23:55
08:01,08:20
08:31,08:50
09:01,09:20
09:31,09:50
10:01,10:20
10:31,10:50
11:01,11:20
11:31,11:50
12:01,12:20
12:31,12:50
13:01,13:20
13:31,13:50
13:54,14:13
14:17,14:36
14:40,14:59
15:03,15:22
15:26,15:45
15:49,16:08
16:12,16:31
16:35,16:54
16:58,17:17
17:21,17:40
17:44,18:03
