departure,arrival
05:49,06:00
06:19,06:30
06:49,07:00
07:19,07:30
07:49,08:00
08:19,08:30
08:49,09:00
09:19,09:30
09:49,10:00
10:19,10:30
10:49,11:00
11:19,11:30
11:49,12:00
12:19,12:30
12:49,13:00
13:19,13:30
13:42,13:53
14:05,14:16
14:28,14:39
14:51,15:02
15:14,15:25
15:37,15:48
16:00,16:11
16:23,16:34
16:46,16:57
17:09,17:20
17:32,17:43
17:55,18:06
18:18,18:29
18:41,18:52
19:04,19:15
19:27,19:38
19:50,20:01
20:13,20:24
20:36,20:47
21:04,21:15
21:39,21:50
22:14,22:25
22:49,23:00
23:24,23:35
05:49,06:00
06:19,06:30
06:49,07:00
07:19,07:30
07:49,08:00
08:19,08:30
08:49,09:00
09:19,09:30
09:49,10:00
10:19,10:30
10:49,11:00
11:19,11:30
11:49,12:00
12:19,12:30
22:14,22:25
22:49,23:00
23:24,23:35
12:49,13:00
13:19,13:30
13:42,13:53
14:05,14:16
14:28,14:39
14:51,15:02
15:14,15:25
15:37,15:48
16:00,16:11
16:23,16:34
16:46,16:57
17:09,17:20
17:32,17:43
17:55,18:06
18:18,18:29
18:41,18:52
19:04,19:15
19:27,19:38
19:50,20:01
20:13,20:24
20:36,20:47
21:04,21:15
21:39,21:50
