departure,arrival
06:00,06:10
06:30,06:40
07:00,07:10
07:30,07:40
08:00,08:10
08:30,08:40
09:00,09:10
09:30,09:40
10:00,10:10
10:30,10:40
11:00,11:10
11:30,11:40
12:00,12:10
12:30,12:40
13:00,13:10
13:30,13:40
13:53,14:03
14:16,14:26
14:39,14:49
15:02,15:12
15:25,15:35
15:48,15:58
16:11,16:21
16:34,16:44
16:57,17:07
17:20,17:30
17:43,17:53
18:06,18:16
18:29,18:39
18:52,19:02
19:15,19:25
19:38,19:48
20:01,20:11
20:24,20:34
20:47,20:57
21:15,21:25
21:50,22:00
22:25,22:35
23:00,23:10
23:35,23:45
06:00,06:16
06:30,06:46
07:00,07:16
07:30,07:46
08:00,08:16
08:30,08:46
09:00,09:16
09:30,09:46
10:00,10:16
10:30,10:46
11:00,11:16
11:30,11:46
12:00,12:16
12:30,12:46
13:00,13:16
13:30,13:46
13:53,14:09
14:16,14:32
14:39,14:55
15:02,15:18
15:25,15:41
15:48,16:04
16:11,16:27
16:34,16:50
16:57,17:13
17:20,17:36
17:43,17:59
18:06,18:22
18:29,18:45
18:52,19:08
19:15,19:31
19:38,19:54
20:01,20:17
20:24,20:40
20:47,21:03
21:15,21:31
21:50,22:06
22:25,22:41
23:00,23:16
23:35,23:51
06:00,06:16
06:30,06:46
07:00,07:16
07:30,07:46
08:00,08:16
08:30,08:46
09:00,09:16
09:30,09:46
10:00,10:16
10:30,10:46
11:00,11:16
11:30,11:46
12:00,12:16
12:30,12:46
13:00,13:16
13:30,13:46
13:53,14:09
14:16,14:32
14:39,14:55
15:02,15:18
15:25,15:41
15:48,16:04
16:11,16:27
16:34,16:50
16:57,17:13
17:20,17:36
17:43,17:59
18:06,18:22
18:29,18:45
18:52,19:08
19:15,19:31
19:38,19:54
20:01,20:17
20:24,20:40
20:47,21:03
21:15,21:31
21:50,22:06
22:25,22:41
23:00,23:16
23:35,23:51
14:39,14:49
15:02,15:12
15:25,15:35
15:48,15:58
16:11,16:21
16:34,16:44
16:57,17:07
17:20,17:30
17:43,17:53
18:06,18:16
18:29,18:39
18:52,19:02
19:15,19:25
19:38,19:48
20:01,20:11
20:24,20:34
20:47,20:57
21:15,21:25
21:50,22:00
22:25,22:35
23:00,23:10
23:35,23:45
06:00,06:10
06:30,06:40
07:00,07:10
07:30,07:40
08:00,08:10
08:30,08:40
09:00,09:10
09:30,09:40
10:00,10:10
10:30,10:40
11:00,11:10
11:30,11:40
12:00,12:10
12:30,12:40
13:00,13:10
13:30,13:40
13:53,14:03
14:16,14:26
