departure,arrival
16:46,17:05
17:09,17:28
17:32,17:51
17:55,18:14
18:18,18:37
18:41,19:00
19:04,19:23
19:27,19:46
19:50,20:09
20:13,20:32
20:36,20:55
21:04,21:23
21:39,21:58
22:14,22:33
22:49,23:08
23:24,23:43
05:49,06:08
06:19,06:38
06:49,07:08
07:19,07:38
07:49,08:08
08:19,08:38
08:49,09:08
09:19,09:38
09:49,10:08
10:19,10:38
10:49,11:08
11:19,11:38
11:49,12:08
12:19,12:38
12:49,13:08
13:19,13:38
13:42,14:01
14:05,14:24
14:28,14:47
14:51,15:10
15:14,15:33
15:37,15:56
16:00,16:19
16:23,16:42
16:46,17:05
17:09,17:28
17:32,17:51
17:55,18:14
18:18,18:37
18:41,19:00
19:04,19:23
19:27,19:46
19:50,20:09
20:13,20:32
20:36,20:55
21:04,21:23
21:39,21:58
22:14,22:33
22:49,23:08
23:24,23:43
05:49,06:08
06:19,06:38
06:49,07:08
07:19,07:38
07:49,08:08
08:19,08:38
08:49,09:08
09:19,09:38
09:49,10:08
10:19,10:38
10:49,11:08
11:19,11:38
11:49,12:08
12:19,12:38
12:49,13:08
13:19,13:38
13:42,14:01
14:05,14:24
14:28,14:47
14:51,15:10
15:14,15:33
15:37,15:56
16:00,16:19
16:23,16:42
