departure,arrival
06:48,07:05
07:13,07:30
07:38,07:55
07:58,08:15
08:18,08:35
08:38,08:55
08:58,09:15
09:18,09:35
09:38,09:55
09:58,10:15
10:18,10:35
10:38,10:55
10:58,11:15
11:13,11:30
11:28,11:45
11:43,12:00
11:58,12:15
12:13,12:30
12:28,12:45
12:43,13:00
12:58,13:15
13:13,13:30
13:28,13:45
13:43,14:00
13:58,14:15
14:13,14:30
14:28,14:45
14:43,15:00
14:58,15:15
15:13,15:30
15:28,15:45
15:43,16:00
15:58,16:15
16:13,16:30
16:28,16:45
16:43,17:00
16:58,17:15
17:13,17:30
17:28,17:45
17:43,18:00
17:58,18:15
18:13,18:30
18:28,18:45
18:43,19:00
18:58,19:15
19:13,19:30
19:28,19:45
19:43,20:00
19:58,20:15
20:13,20:30
20:28,20:45
20:48,21:05
21:08,21:25
21:28,21:45
21:48,22:05
22:13,22:30
22:38,22:55
23:03,23:20
23:28,23:45
