departure,arrival
06:50,06:52
07:15,07:17
07:40,07:42
08:00,08:02
08:20,08:22
08:40,08:42
09:00,09:02
09:20,09:22
09:40,09:42
10:00,10:02
10:20,10:22
10:40,10:42
11:00,11:02
11:15,11:17
11:30,11:32
11:45,11:47
12:00,12:02
12:15,12:17
12:30,12:32
12:45,12:47
13:00,13:02
13:15,13:17
13:30,13:32
13:45,13:47
14:00,14:02
14:15,14:17
14:30,14:32
14:45,14:47
15:00,15:02
15:15,15:17
15:30,15:32
15:45,15:47
16:00,16:02
16:15,16:17
16:30,16:32
16:45,16:47
17:00,17:02
17:15,17:17
17:30,17:32
17:45,17:47
18:00,18:02
18:15,18:17
18:30,18:32
18:45,18:47
19:00,19:02
19:15,19:17
19:30,19:32
19:45,19:47
20:00,20:02
20:15,20:17
20:30,20:32
20:50,20:52
21:10,21:12
21:30,21:32
21:50,21:52
22:15,22:17
22:40,22:42
23:05,23:07
23:30,23:32
