departure,arrival
10:56,11:13
10:58,11:15
11:02,11:19
11:04,11:21
11:08,11:25
11:10,11:27
11:14,11:31
11:16,11:33
11:22,11:39
11:26,11:43
11:28,11:45
11:32,11:49
11:34,11:51
11:38,11:55
11:40,11:57
11:44,12:01
11:46,12:03
11:52,12:09
11:56,12:13
11:58,12:15
12:02,12:19
12:04,12:21
12:08,12:25
12:10,12:27
12:14,12:31
12:16,12:33
21:04,21:21
21:08,21:25
21:09,21:26
21:10,21:27
21:13,21:30
21:15,21:32
21:19,21:36
21:21,21:38
21:25,21:42
21:27,21:44
21:31,21:48
21:33,21:50
21:37,21:54
21:41,21:58
21:43,22:00
21:47,22:04
21:49,22:06
21:53,22:10
21:55,22:12
21:59,22:16
22:01,22:18
22:12,22:29
22:16,22:33
21:53,22:10
21:55,22:12
21:59,22:16
22:01,22:18
22:12,22:29
22:16,22:33
22:18,22:35
22:22,22:39
22:24,22:41
22:28,22:45
22:30,22:47
22:34,22:51
22:36,22:53
22:47,23:04
22:51,23:08
22:53,23:10
22:57,23:14
22:59,23:16
23:03,23:20
23:05,23:22
23:09,23:26
23:11,23:28
23:22,23:39
23:26,23:43
23:28,23:45
23:32,23:49
23:34,23:51
23:38,23:55
23:40,23:57
23:44,00:01
23:46,00:03
23:57,00:14
00:01,00:18
00:03,00:20
00:07,00:24
00:09,00:26
00:13,00:30
00:15,00:32
00:19,00:36
00:21,00:38
12:22,12:39
22:18,22:35
22:22,22:39
22:24,22:41
22:28,22:45
22:30,22:47
22:34,22:51
22:36,22:53
22:47,23:04
22:51,23:08
22:53,23:10
22:57,23:14
22:59,23:16
23:03,23:20
23:05,23:22
23:09,23:26
23:11,23:28
23:22,23:39
23:26,23:43
23:28,23:45
23:32,23:49
23:34,23:51
23:38,23:55
23:40,23:57
23:44,00:01
23:46,00:03
23:57,00:14
00:01,00:18
00:03,00:20
00:07,00:24
00:09,00:26
00:13,00:30
00:15,00:32
00:19,00:36
00:21,00:38
06:22,06:39
06:26,06:43
06:28,06:45
06:32,06:49
06:34,06:51
06:38,06:55
06:40,06:57
06:44,07:01
06:46,07:03
06:52,07:09
06:56,07:13
06:58,07:15
07:02,07:19
07:04,07:21
07:08,07:25
07:10,07:27
07:14,07:31
07:16,07:33
07:22,07:39
07:26,07:43
07:28,07:45
07:32,07:49
07:34,07:51
07:38,07:55
07:40,07:57
07:44,08:01
07:46,08:03
07:52,08:09
07:56,08:13
07:58,08:15
08:02,08:19
08:04,08:21
08:08,08:25
08:10,08:27
08:14,08:31
08:16,08:33
08:22,08:39
08:26,08:43
08:28,08:45
08:32,08:49
08:34,08:51
08:38,08:55
08:40,08:57
08:44,09:01
08:46,09:03
08:52,09:09
08:56,09:13
12:26,12:43
12:28,12:45
12:32,12:49
12:34,12:51
12:38,12:55
12:40,12:57
12:44,13:01
12:46,13:03
06:22,06:39
06:26,06:43
06:28,06:45
06:32,06:49
06:34,06:51
06:38,06:55
06:40,06:57
08:58,09:15
09:02,09:19
09:04,09:21
09:08,09:25
09:10,09:27
09:14,09:31
09:16,09:33
09:22,09:39
09:26,09:43
09:28,09:45
09:32,09:49
09:34,09:51
09:38,09:55
09:40,09:57
09:44,10:01
09:46,10:03
09:52,10:09
09:56,10:13
09:58,10:15
10:02,10:19
10:04,10:21
10:08,10:25
10:10,10:27
10:14,10:31
10:16,10:33
10:22,10:39
10:26,10:43
10:28,10:45
10:32,10:49
10:34,10:51
10:38,10:55
10:40,10:57
10:44,11:01
10:46,11:03
10:52,11:09
10:56,11:13
10:58,11:15
11:02,11:19
11:04,11:21
11:08,11:25
11:10,11:27
11:14,11:31
11:16,11:33
11:22,11:39
11:26,11:43
11:28,11:45
11:32,11:49
11:34,11:51
11:38,11:55
11:40,11:57
11:44,12:01
11:46,12:03
11:52,12:09
11:56,12:13
11:58,12:15
12:02,12:19
12:04,12:21
12:08,12:25
12:10,12:27
12:14,12:31
12:16,12:33
12:22,12:39
12:26,12:43
12:28,12:45
12:32,12:49
12:34,12:51
12:38,12:55
12:40,12:57
06:44,07:01
06:46,07:03
06:52,07:09
06:56,07:13
06:58,07:15
07:02,07:19
07:04,07:21
07:08,07:25
07:10,07:27
07:14,07:31
07:16,07:33
07:22,07:39
07:26,07:43
07:28,07:45
07:32,07:49
07:34,07:51
07:38,07:55
07:40,07:57
07:44,08:01
07:46,08:03
07:52,08:09
07:56,08:13
07:58,08:15
08:02,08:19
08:04,08:21
08:08,08:25
08:10,08:27
08:14,08:31
08:16,08:33
08:22,08:39
08:26,08:43
08:28,08:45
08:32,08:49
08:34,08:51
08:38,08:55
08:40,08:57
08:44,09:01
08:46,09:03
08:52,09:09
08:56,09:13
08:58,09:15
09:02,09:19
12:44,13:01
12:46,13:03
12:52,13:09
12:56,13:13
12:58,13:15
13:02,13:19
13:04,13:21
13:08,13:25
13:10,13:27
13:14,13:31
13:16,13:33
13:22,13:39
13:26,13:43
13:28,13:45
13:32,13:49
13:34,13:51
13:38,13:55
13:40,13:57
13:44,14:01
13:46,14:03
13:52,14:09
13:56,14:13
13:58,14:15
14:02,14:19
14:04,14:21
14:08,14:25
14:10,14:27
14:14,14:31
14:15,14:32
14:16,14:33
14:19,14:36
14:21,14:38
14:25,14:42
14:27,14:44
14:31,14:48
14:33,14:50
14:37,14:54
14:38,14:55
14:39,14:56
14:42,14:59
14:44,15:01
14:48,15:05
14:50,15:07
14:54,15:11
14:56,15:13
15:00,15:17
15:01,15:18
15:02,15:19
15:05,15:22
15:07,15:24
15:11,15:28
15:13,15:30
15:17,15:34
15:19,15:36
15:23,15:40
15:24,15:41
15:25,15:42
15:28,15:45
15:30,15:47
15:34,15:51
15:36,15:53
15:40,15:57
15:42,15:59
15:46,16:03
15:47,16:04
15:48,16:05
15:51,16:08
15:53,16:10
12:52,13:09
12:56,13:13
12:58,13:15
13:02,13:19
13:04,13:21
13:08,13:25
13:10,13:27
13:14,13:31
13:16,13:33
13:22,13:39
13:26,13:43
13:28,13:45
13:32,13:49
13:34,13:51
13:38,13:55
13:40,13:57
13:44,14:01
13:46,14:03
13:52,14:09
13:56,14:13
13:58,14:15
14:02,14:19
14:04,14:21
14:08,14:25
14:10,14:27
14:14,14:31
14:15,14:32
14:16,14:33
14:19,14:36
14:21,14:38
14:25,14:42
14:27,14:44
14:31,14:48
14:33,14:50
14:37,14:54
14:38,14:55
14:39,14:56
14:42,14:59
14:44,15:01
14:48,15:05
14:50,15:07
14:54,15:11
14:56,15:13
15:00,15:17
15:01,15:18
15:02,15:19
15:05,15:22
09:04,09:21
09:08,09:25
09:10,09:27
09:14,09:31
09:16,09:33
09:22,09:39
09:26,09:43
09:28,09:45
09:32,09:49
09:34,09:51
09:38,09:55
09:40,09:57
09:44,10:01
09:46,10:03
09:52,10:09
09:56,10:13
09:58,10:15
10:02,10:19
10:04,10:21
10:08,10:25
10:10,10:27
10:14,10:31
10:16,10:33
10:22,10:39
10:26,10:43
10:28,10:45
10:32,10:49
10:34,10:51
10:38,10:55
10:40,10:57
10:44,11:01
10:46,11:03
10:52,11:09
10:56,11:13
10:58,11:15
11:02,11:19
11:04,11:21
11:08,11:25
11:10,11:27
11:14,11:31
15:57,16:14
15:59,16:16
16:03,16:20
16:05,16:22
16:09,16:26
16:10,16:27
16:11,16:28
16:14,16:31
16:16,16:33
16:20,16:37
16:22,16:39
16:26,16:43
16:28,16:45
16:32,16:49
16:33,16:50
16:34,16:51
16:37,16:54
16:39,16:56
16:43,17:00
16:45,17:02
16:49,17:06
16:51,17:08
16:55,17:12
16:56,17:13
16:57,17:14
17:00,17:17
17:02,17:19
17:06,17:23
17:08,17:25
17:12,17:29
17:14,17:31
17:18,17:35
17:19,17:36
17:20,17:37
17:23,17:40
17:25,17:42
17:29,17:46
17:31,17:48
17:35,17:52
17:37,17:54
17:41,17:58
17:42,17:59
17:43,18:00
17:46,18:03
17:48,18:05
17:52,18:09
17:54,18:11
17:58,18:15
18:00,18:17
18:04,18:21
18:05,18:22
18:06,18:23
18:09,18:26
18:11,18:28
18:15,18:32
18:17,18:34
18:21,18:38
18:23,18:40
18:27,18:44
18:28,18:45
18:29,18:46
18:32,18:49
18:34,18:51
18:38,18:55
18:40,18:57
18:44,19:01
18:46,19:03
18:50,19:07
11:16,11:33
11:22,11:39
11:26,11:43
11:28,11:45
11:32,11:49
11:34,11:51
11:38,11:55
