departure,arrival
17:20,17:29
17:43,17:52
18:06,18:15
18:29,18:38
18:52,19:01
19:15,19:24
19:38,19:47
20:01,20:10
20:24,20:33
20:47,20:56
21:15,21:24
21:50,21:59
22:25,22:34
23:00,23:09
23:35,23:44
06:00,06:09
06:30,06:39
07:00,07:09
07:30,07:39
08:00,08:09
08:30,08:39
09:00,09:09
09:30,09:39
10:00,10:09
10:30,10:39
11:00,11:09
11:30,11:39
12:00,12:09
12:30,12:39
13:00,13:09
13:30,13:39
13:53,14:02
14:16,14:25
14:39,14:48
15:02,15:11
15:25,15:34
15:48,15:57
16:11,16:20
16:34,16:43
16:57,17:06
17:20,17:29
17:43,17:52
18:06,18:15
18:29,18:38
18:52,19:01
19:15,19:24
19:38,19:47
20:01,20:10
20:24,20:33
20:47,20:56
21:15,21:24
21:50,21:59
22:25,22:34
23:00,23:09
23:35,23:44
06:00,06:09
06:30,06:39
07:00,07:09
07:30,07:39
08:00,08:09
08:30,08:39
09:00,09:09
09:30,09:39
10:00,10:09
10:30,10:39
11:00,11:09
11:30,11:39
12:00,12:09
12:30,12:39
13:00,13:09
13:30,13:39
13:53,14:02
14:16,14:25
14:39,14:48
15:02,15:11
15:25,15:34
15:48,15:57
16:11,16:20
16:34,16:43
16:57,17:06
