departure,arrival
06:54,07:00
07:19,07:25
07:44,07:50
08:04,08:10
08:24,08:30
08:44,08:50
09:04,09:10
09:24,09:30
09:44,09:50
10:04,10:10
10:24,10:30
10:44,10:50
11:04,11:10
11:19,11:25
11:34,11:40
11:49,11:55
12:04,12:10
12:19,12:25
12:34,12:40
12:49,12:55
13:04,13:10
13:19,13:25
13:34,13:40
13:49,13:55
14:04,14:10
14:19,14:25
14:34,14:40
14:49,14:55
15:04,15:10
15:19,15:25
15:34,15:40
15:49,15:55
16:04,16:10
16:19,16:25
16:34,16:40
16:49,16:55
17:04,17:10
17:19,17:25
17:34,17:40
17:49,17:55
18:04,18:10
18:19,18:25
18:34,18:40
18:49,18:55
19:04,19:10
19:19,19:25
19:34,19:40
19:49,19:55
20:04,20:10
20:19,20:25
20:34,20:40
20:54,21:00
21:14,21:20
21:34,21:40
21:54,22:00
22:19,22:25
22:44,22:50
23:09,23:15
23:34,23:40
