departure,arrival
06:08,06:10
06:38,06:40
07:08,07:10
07:38,07:40
08:08,08:10
08:38,08:40
09:08,09:10
09:38,09:40
10:08,10:10
10:38,10:40
11:08,11:10
11:38,11:40
12:08,12:10
12:38,12:40
13:08,13:10
13:38,13:40
14:01,14:03
14:24,14:26
14:47,14:49
15:10,15:12
15:33,15:35
15:56,15:58
16:19,16:21
16:42,16:44
17:05,17:07
17:28,17:30
17:51,17:53
18:14,18:16
18:37,18:39
19:00,19:02
19:23,19:25
19:46,19:48
20:09,20:11
20:32,20:34
20:55,20:57
21:23,21:25
21:58,22:00
06:08,06:10
06:38,06:40
07:08,07:10
07:38,07:40
08:08,08:10
08:38,08:40
09:08,09:10
09:38,09:40
10:08,10:10
10:38,10:40
11:08,11:10
11:38,11:40
12:08,12:10
12:38,12:40
13:08,13:10
13:38,13:40
22:33,22:35
23:08,23:10
23:43,23:45
14:01,14:03
14:24,14:26
14:47,14:49
15:10,15:12
15:33,15:35
15:56,15:58
16:19,16:21
16:42,16:44
17:05,17:07
17:28,17:30
17:51,17:53
18:14,18:16
18:37,18:39
19:00,19:02
19:23,19:25
19:46,19:48
20:09,20:11
20:32,20:34
20:55,20:57
21:23,21:25
21:58,22:00
22:33,22:35
23:08,23:10
23:43,23:45
06:08,06:10
06:38,06:40
07:08,07:10
07:38,07:40
08:08,08:10
08:38,08:40
09:08,09:10
09:38,09:40
10:08,10:10
10:38,10:40
11:08,11:10
11:38,11:40
12:08,12:10
12:38,12:40
13:08,13:10
13:38,13:40
14:01,14:03
14:24,14:26
14:47,14:49
15:10,15:12
15:33,15:35
15:56,15:58
16:19,16:21
16:42,16:44
17:05,17:07
17:28,17:30
17:51,17:53
18:14,18:16
18:37,18:39
19:00,19:02
19:23,19:25
19:46,19:48
20:09,20:11
20:32,20:34
20:55,20:57
21:23,21:25
21:58,22:00
22:33,22:35
23:08,23:10
23:43,23:45
06:08,06:16
06:38,06:46
07:08,07:16
07:38,07:46
08:08,08:16
08:38,08:46
09:08,09:16
09:38,09:46
10:08,10:16
10:38,10:46
11:08,11:16
11:38,11:46
12:08,12:16
12:38,12:46
13:08,13:16
13:38,13:46
14:01,14:09
14:24,14:32
14:47,14:55
06:08,06:16
06:38,06:46
07:08,07:16
07:38,07:46
08:08,08:16
08:38,08:46
09:08,09:16
09:38,09:46
10:08,10:16
10:38,10:46
11:08,11:16
11:38,11:46
12:08,12:16
12:38,12:46
13:08,13:16
13:38,13:46
14:01,14:09
15:10,15:18
15:33,15:41
15:56,16:04
16:19,16:27
16:42,16:50
17:05,17:13
17:28,17:36
17:51,17:59
18:14,18:22
18:37,18:45
19:00,19:08
19:23,19:31
19:46,19:54
20:09,20:17
20:32,20:40
20:55,21:03
21:23,21:31
21:58,22:06
22:33,22:41
23:08,23:16
14:24,14:32
14:47,14:55
15:10,15:18
15:33,15:41
15:56,16:04
16:19,16:27
16:42,16:50
17:05,17:13
17:28,17:36
17:51,17:59
18:14,18:22
18:37,18:45
19:00,19:08
19:23,19:31
19:46,19:54
20:09,20:17
20:32,20:40
20:55,21:03
21:23,21:31
21:58,22:06
22:33,22:41
23:08,23:16
23:43,23:51
23:43,23:51
06:08,06:16
06:38,06:46
07:08,07:16
07:38,07:46
08:08,08:16
08:38,08:46
09:08,09:16
09:38,09:46
10:08,10:16
10:38,10:46
11:08,11:16
11:38,11:46
12:08,12:16
12:38,12:46
13:08,13:16
13:38,13:46
14:01,14:09
14:24,14:32
14:47,14:55
15:10,15:18
15:33,15:41
15:56,16:04
16:19,16:27
16:42,16:50
17:05,17:13
17:28,17:36
17:51,17:59
18:14,18:22
18:37,18:45
19:00,19:08
19:23,19:31
19:46,19:54
20:09,20:17
20:32,20:40
20:55,21:03
21:23,21:31
21:58,22:06
22:33,22:41
23:08,23:16
23:43,23:51
