departure,arrival
06:42,06:46
07:07,07:11
07:32,07:36
07:52,07:56
08:12,08:16
08:32,08:36
08:52,08:56
09:12,09:16
09:32,09:36
09:52,09:56
10:12,10:16
10:32,10:36
10:52,10:56
11:07,11:11
11:22,11:26
11:37,11:41
11:52,11:56
12:07,12:11
12:22,12:26
12:37,12:41
12:52,12:56
13:07,13:11
13:22,13:26
13:37,13:41
13:52,13:56
14:07,14:11
14:22,14:26
14:37,14:41
14:52,14:56
15:07,15:11
15:22,15:26
15:37,15:41
15:52,15:56
16:07,16:11
16:22,16:26
16:37,16:41
16:52,16:56
17:07,17:11
17:22,17:26
17:37,17:41
17:52,17:56
18:07,18:11
18:22,18:26
18:37,18:41
18:52,18:56
19:07,19:11
19:22,19:26
19:37,19:41
19:52,19:56
20:07,20:11
20:22,20:26
20:42,20:46
21:02,21:06
21:22,21:26
21:42,21:46
22:07,22:11
22:32,22:36
22:57,23:01
23:22,23:26
