departure,arrival
06:05,06:12
06:35,06:42
07:05,07:12
07:35,07:42
08:05,08:12
08:35,08:42
09:05,09:12
09:35,09:42
10:05,10:12
10:35,10:42
11:05,11:12
11:35,11:42
12:05,12:12
12:35,12:42
13:05,13:12
13:35,13:42
13:58,14:05
14:21,14:28
14:44,14:51
15:07,15:14
15:30,15:37
15:53,16:00
16:16,16:23
16:39,16:46
17:02,17:09
17:25,17:32
17:48,17:55
18:11,18:18
18:34,18:41
18:57,19:04
19:20,19:27
19:43,19:50
20:06,20:13
20:29,20:36
20:52,20:59
21:20,21:27
21:55,22:02
22:30,22:37
23:05,23:12
23:40,23:47
06:05,06:12
06:35,06:42
07:05,07:12
07:35,07:42
08:05,08:12
08:35,08:42
09:05,09:12
09:35,09:42
10:05,10:12
10:35,10:42
11:05,11:12
11:35,11:42
12:05,12:12
12:35,12:42
23:40,23:47
14:21,14:28
14:44,14:51
15:07,15:14
15:30,15:37
15:53,16:00
16:16,16:23
16:39,16:46
17:02,17:09
17:25,17:32
17:48,17:55
18:11,18:18
18:34,18:41
18:57,19:04
19:20,19:27
19:43,19:50
20:06,20:13
20:29,20:36
20:52,20:59
21:20,21:27
21:55,22:02
22:30,22:37
23:05,23:12
23:40,23:47
13:05,13:12
13:35,13:42
13:58,14:05
14:21,14:28
14:44,14:51
15:07,15:14
15:30,15:37
15:53,16:00
16:16,16:23
16:39,16:46
17:02,17:09
17:25,17:32
17:48,17:55
18:11,18:18
18:34,18:41
18:57,19:04
19:20,19:27
19:43,19:50
20:06,20:13
20:29,20:36
20:52,20:59
21:20,21:27
21:55,22:02
22:30,22:37
23:05,23:12
06:05,06:12
06:35,06:42
07:05,07:12
07:35,07:42
08:05,08:12
08:35,08:42
09:05,09:12
09:35,09:42
10:05,10:12
10:35,10:42
11:05,11:12
11:35,11:42
12:05,12:12
12:35,12:42
13:05,13:12
13:35,13:42
13:58,14:05
