departure,arrival
06:09,06:28
06:39,06:58
07:09,07:28
07:39,07:58
08:09,08:28
08:39,08:58
09:09,09:28
09:39,09:58
10:09,10:28
10:39,10:58
11:09,11:28
11:39,11:58
12:09,12:28
12:39,12:58
13:09,13:28
13:39,13:58
14:02,14:21
14:25,14:44
14:48,15:07
15:11,15:30
15:34,15:53
15:57,16:16
16:20,16:39
16:43,17:02
17:06,17:25
17:29,17:48
17:52,18:11
18:15,18:34
18:38,18:57
06:09,06:28
06:39,06:58
07:09,07:28
07:39,07:58
08:09,08:28
08:39,08:58
09:09,09:28
09:39,09:58
10:09,10:28
10:39,10:58
11:09,11:28
11:39,11:58
12:09,12:28
12:39,12:58
13:09,13:28
13:39,13:58
19:01,19:20
19:24,19:43
19:47,20:06
20:10,20:29
20:33,20:52
20:56,21:15
21:24,21:43
21:59,22:18
22:34,22:53
23:09,23:28
23:44,00:03
14:02,14:21
14:25,14:44
14:48,15:07
15:11,15:30
15:34,15:53
15:57,16:16
16:20,16:39
16:43,17:02
17:06,17:25
17:29,17:48
17:52,18:11
18:15,18:34
18:38,18:57
19:01,19:20
19:24,19:43
19:47,20:06
20:10,20:29
20:33,20:52
20:56,21:15
21:24,21:43
21:59,22:18
22:34,22:53
23:09,23:28
23:44,00:03
06:09,06:28
06:39,06:58
07:09,07:28
07:39,07:58
08:09,08:28
08:39,08:58
09:09,09:28
09:39,09:58
10:09,10:28
10:39,10:58
11:09,11:28
11:39,11:58
12:09,12:28
12:39,12:58
13:09,13:28
13:39,13:58
14:02,14:21
14:25,14:44
14:48,15:07
15:11,15:30
15:34,15:53
15:57,16:16
16:20,16:39
16:43,17:02
17:06,17:25
17:29,17:48
17:52,18:11
18:15,18:34
18:38,18:57
19:01,19:20
19:24,19:43
19:47,20:06
20:10,20:29
20:33,20:52
20:56,21:15
21:24,21:43
21:59,22:18
22:34,22:53
23:09,23:28
23:44,00:03
