departure,arrival
12:36,12:38
12:51,12:53
13:06,13:08
13:21,13:23
13:36,13:38
13:51,13:53
14:06,14:08
14:21,14:23
14:36,14:38
14:51,14:53
15:06,15:08
15:21,15:23
15:36,15:38
15:51,15:53
16:06,16:08
16:21,16:23
16:36,16:38
16:51,16:53
17:06,17:08
17:21,17:23
17:36,17:38
17:51,17:53
18:06,18:08
18:21,18:23
18:36,18:38
18:51,18:53
19:06,19:08
19:21,19:23
19:36,19:38
19:51,19:53
20:06,20:08
20:21,20:23
20:36,20:38
20:56,20:58
21:16,21:18
21:36,21:38
21:56,21:58
22:21,22:23
22:46,22:48
23:11,23:13
23:36,23:38
06:56,06:58
07:21,07:23
07:46,07:48
08:06,08:08
08:26,08:28
08:46,08:48
09:06,09:08
09:26,09:28
09:46,09:48
10:06,10:08
10:26,10:28
10:46,10:48
11:06,11:08
11:21,11:23
11:36,11:38
11:51,11:53
12:06,12:08
12:21,12:23
